hts10,cty_code,usmca_share
2804290010,2010,0.8431020126
2804290050,1220,1
2804290050,2010,0
2804300000,1220,0.9965988476
2804300000,2010,1
2804400000,1220,0.9535694538
2804400000,2010,0.7692307692
2804500010,1220,0
2804500010,2010,0
2804500020,1220,0
2804500020,2010,0
2804610000,1220,0
2804610000,2010,0
2804691000,1220,0.9999728078
2804691000,2010,0
2804695000,1220,0.9895654572
2804695000,2010,0
2804700000,1220,0
2804700000,2010,0
2804800000,1220,0
2804800000,2010,0
2804900000,1220,0
2804900000,2010,0
2805110000,1220,0.2960979342
2805110000,2010,0
2805120000,1220,1
2805120000,2010,1
2805191000,1220,0
2805191000,2010,0
2805192000,1220,0
2805192000,2010,0
2805199000,1220,0
2805199000,2010,0
2805300005,1220,0
2805300005,2010,0
2805300010,1220,0
2805300010,2010,0
2805300015,1220,0
2805300015,2010,0
2805300020,1220,0
2805300020,2010,0
2805300050,1220,0
2805300050,2010,0
2805300090,1220,0
2805300090,2010,0
2805400000,1220,0
2805400000,2010,0
2806100000,1220,0
2806100000,2010,0
2806200000,1220,0
2806200000,2010,0
2807000000,1220,0
2807000000,2010,0
2808000010,1220,0
2808000010,2010,0
2808000020,1220,0
2808000020,2010,0
2809100000,1220,0
2809100000,2010,0
2809200010,1220,0
2809200010,2010,0
2809200020,1220,0
2809200020,2010,0
2809200030,1220,0
2809200030,2010,0
2809200040,1220,0
2809200040,2010,0
2810000000,1220,0.8120296188
2810000000,2010,0
2811110000,1220,0
2811110000,2010,0
2811120000,1220,0
2811120000,2010,0
2811191000,1220,0
2811191000,2010,0
2811193000,1220,0
2811193000,2010,0
2811196110,1220,0.6186805161
2811196110,2010,0
2811196190,1220,0.5346258342
2811196190,2010,1
2811210000,1220,0.9958619528
2811210000,2010,0
2811221000,1220,0.5830488685
2811221000,2010,0.998733062
2811225000,1220,0
2811225000,2010,0
2811291000,1220,0
2811291000,2010,0
2811292000,1220,0
2811292000,2010,0
2811293000,1220,0.9913941312
2811293000,2010,0
2811295000,1220,0.9159776049
2811295000,2010,0
2812110000,1220,0
2812110000,2010,0
2812120000,1220,0
2812120000,2010,0
2812130000,1220,0
2812130000,2010,0
2812140000,1220,0
2812140000,2010,0
2812150000,1220,0
2812150000,2010,0
2812160000,1220,0
2812160000,2010,0
2812170000,1220,0
2812170000,2010,0
2812190010,1220,0
2812190010,2010,0
2812190090,1220,0
2812190090,2010,0
2812900010,1220,0.05506526627
2812900010,2010,0
2812900090,1220,0.9585358719
2812900090,2010,0
2813100000,1220,1
2813100000,2010,0
2813901000,1220,0
2813901000,2010,0
2813902000,1220,0
2813902000,2010,0
2813905000,1220,0.9645294681
2813905000,2010,0
2814100000,1220,0
2814100000,2010,0
2814200000,1220,0
2814200000,2010,0
2815110000,1220,0
2815110000,2010,0
2815120000,1220,0
2815120000,2010,0
2815200050,1220,0
2815200050,2010,0
2815200090,1220,0
2815200090,2010,0
2815300000,1220,1
2815300000,2010,0
2816100000,1220,1
2816100000,2010,0.9763119118
2816401000,1220,0
2816401000,2010,0
2816402000,1220,0
2816402000,2010,0
2817000000,1220,0
2817000000,2010,0
2818101000,1220,0
2818101000,2010,0
2818102010,1220,0.9989225642
2818102010,2010,0
2818102090,1220,0.6927326644
2818102090,2010,1
2818200000,1220,0
2818200000,2010,0
2818300000,1220,0
2818300000,2010,0
2819100000,1220,1
2819100000,2010,0
2819900000,1220,0.9884281597
2819900000,2010,0
2820100000,1220,0
2820100000,2010,1
2820900000,1220,1
2820900000,2010,1
2821100010,1220,1
2821100010,2010,1
2821100020,1220,0.8997465593
2821100020,2010,1
2821100030,1220,0.9967921153
2821100030,2010,0
2821100040,1220,1
2821100040,2010,1
2821100050,1220,0.03858797688
2821100050,2010,1
2821200000,1220,0
2821200000,2010,1
2822000000,1220,1
2822000000,2010,0
2823000000,1220,0.9829213764
2823000000,2010,0.9729249219
2824100000,1220,0
2824100000,2010,1
2824901000,1220,0
2824901000,2010,0
2824902000,1220,0
2824902000,2010,0
2824905000,1220,0
2824905000,2010,0
2825100000,1220,0.7062279671
2825100000,2010,0
2825200000,1220,0
2825200000,2010,0
2825300010,1220,0
2825300010,2010,0
2825300050,1220,0
2825300050,2010,0
2825400000,1220,0
2825400000,2010,0
2825501000,1220,0
2825501000,2010,0
2825502000,1220,1
2825502000,2010,0
2825503000,1220,1
2825503000,2010,1
2825600000,1220,0.5381688521
2825600000,2010,0
2825700000,1220,0
2825700000,2010,0
2825800000,1220,0
2825800000,2010,0
2825901000,1220,0
2825901000,2010,0
2825901500,1220,0
2825901500,2010,0
2825902000,1220,0
2825902000,2010,0
2825903000,1220,0
2825903000,2010,0
2825906000,1220,0
2825906000,2010,0
2825907500,1220,0
2825907500,2010,0
2825909000,1220,0.4616939223
2825909000,2010,1
2826120000,1220,0
2826120000,2010,0
2826191000,1220,0
2826191000,2010,1
2826192000,1220,0
2826192000,2010,0
2826199000,1220,0
2826199000,2010,0
2826300000,1220,0
2826300000,2010,0
2826901000,1220,0
2826901000,2010,0
2826909000,1220,1
2826909000,2010,1
2827100000,1220,1
2827100000,2010,1
2827200000,1220,0
2827200000,2010,0
2827310000,1220,0.7727576901
2827310000,2010,0.9698403935
2827320000,1220,0
2827320000,2010,0
2827350000,1220,0
2827350000,2010,0
2827391000,1220,0
2827391000,2010,0
2827392500,1220,0
2827392500,2010,0
2827393000,1220,0
2827393000,2010,0
2827394000,1220,0.787891057
2827394000,2010,0
2827394500,1220,0
2827394500,2010,0
2827395500,1220,1
2827395500,2010,0
2827396000,1220,0
2827396000,2010,0
2827396500,1220,1
2827396500,2010,1
2827399000,1220,0.6282216936
2827399000,2010,1
2827410000,1220,0
2827410000,2010,0
2827491000,1220,0
2827491000,2010,0
2827495000,1220,0.6526104511
2827495000,2010,0.850687474
2827510000,1220,0
2827510000,2010,0
2827592500,1220,0
2827592500,2010,0
2827595100,1220,1
2827595100,2010,0
2827601000,1220,0
2827601000,2010,0
2827602000,1220,0.9933743176
2827602000,2010,0
2827605100,1220,1
2827605100,2010,0
2828100000,1220,0
2828100000,2010,0
2828900000,1220,0.971405747
2828900000,2010,1
2829110000,1220,0
2829110000,2010,0
2829190100,1220,0
2829190100,2010,0
2829900500,1220,0
2829900500,2010,0
2829902500,1220,0
2829902500,2010,0
2829904000,1220,1
2829904000,2010,0
2829906100,1220,0.9992947508
2829906100,2010,0
2830100000,1220,0
2830100000,2010,1
2830901000,1220,0
2830901000,2010,0
2830901500,1220,0
2830901500,2010,0
2830902000,1220,0
2830902000,2010,0
2830909000,1220,0
2830909000,2010,1
2831101000,1220,0
2831101000,2010,0
2831105000,1220,1
2831105000,2010,1
2831900000,1220,0
2831900000,2010,0
2832100000,1220,0.978983112
2832100000,2010,0
2832200000,1220,0
2832200000,2010,0
2832301000,1220,0
2832301000,2010,1
2832305000,1220,0.8230187878
2832305000,2010,1
2833111000,1220,0
2833111000,2010,0
2833115010,1220,1
2833115010,2010,1
2833115050,1220,0
2833115050,2010,1
2833190000,1220,0
2833190000,2010,0
2833210000,1220,1
2833210000,2010,1
2833220000,1220,0
2833220000,2010,0
2833240000,1220,0.7658456332
2833240000,2010,0
2833250000,1220,0.9997446938
2833250000,2010,0.9991312028
2833270000,1220,0.8021099855
2833270000,2010,0
2833291000,1220,0
2833291000,2010,0
2833292000,1220,0
2833292000,2010,0
2833293000,1220,0
2833293000,2010,0
2833294000,1220,0
2833294000,2010,0
2833294500,1220,0.8793525277
2833294500,2010,0.9996385329
2833295100,1220,0.9978612429
2833295100,2010,1
2833300000,1220,1
2833300000,2010,1
2833402000,1220,1
2833402000,2010,0
2833406010,1220,0
2833406010,2010,0
2833406020,1220,0
2833406020,2010,0
2833406050,1220,1
2833406050,2010,1
2834101000,1220,1
2834101000,2010,0
2834105000,1220,0
2834105000,2010,0
2834210000,1220,0
2834210000,2010,0
2834290500,1220,0
2834290500,2010,1
2834291000,1220,0
2834291000,2010,0
2834292000,1220,0
2834292000,2010,1
2834295100,1220,0.9977636707
2834295100,2010,0.9711505252
2835100000,1220,1
2835100000,2010,1
2835220000,1220,0.9925815984
2835220000,2010,1
2835240000,1220,0.9764902517
2835240000,2010,1
2835250000,1220,0
2835250000,2010,0
2835260000,1220,0
2835260000,2010,0
2835291000,1220,0
2835291000,2010,0
2835292000,1220,1
2835292000,2010,0
2835293000,1220,1
2835293000,2010,0
2835295100,1220,0.7218616725
2835295100,2010,0
2835310000,1220,0.9996642387
2835310000,2010,0.9474839156
2835391000,1220,0.9995093333
2835391000,2010,1
2835395000,1220,1
2835395000,2010,0.9985190396
2836200000,1220,0.9250684054
2836200000,2010,0.6869805246
2836300000,1220,0
2836300000,2010,0
2836401000,1220,0
2836401000,2010,0
2836402000,1220,1
2836402000,2010,0
2836500000,1220,0
2836500000,2010,0
2836600000,1220,0
2836600000,2010,1
2836910010,1220,0
2836910010,2010,0
2836910050,1220,0
2836910050,2010,0
2836920000,1220,0
2836920000,2010,1
2836991000,1220,0.2567567568
2836991000,2010,0
2836992000,1220,0
2836992000,2010,0
2836993000,1220,0
2836993000,2010,1
2836994000,1220,0
2836994000,2010,0
2836995000,1220,0.99738478
2836995000,2010,0
2837110000,1220,0
2837110000,2010,0
2837190110,1220,0
2837190110,2010,0
2837190115,1220,0
2837190115,2010,0
2837190125,1220,0
2837190125,2010,0
2837201000,1220,0
2837201000,2010,0
2837205100,1220,0
2837205100,2010,0
2839110000,1220,0.8044167547
2839110000,2010,1
2839190000,1220,0.9991381812
2839190000,2010,0.9841595776
2839901000,1220,0.1433712903
2839901000,2010,0.9972043045
2839905000,1220,0.9808738978
2839905000,2010,1
2840110000,1220,1
2840110000,2010,0
2840190000,1220,0
2840190000,2010,1
2840200000,1220,0.5198456874
2840200000,2010,1
2840300010,1220,0
2840300010,2010,0
2840300050,1220,0
2840300050,2010,0
2841300000,1220,0
2841300000,2010,0
2841501000,1220,0
2841501000,2010,0
2841509100,1220,0
2841509100,2010,0
2841610000,1220,0
2841610000,2010,0
2841690010,1220,0
2841690010,2010,0
2841690090,1220,1
2841690090,2010,0
2841701000,1220,1
2841701000,2010,0
2841705000,1220,0
2841705000,2010,0
2841800010,1220,0
2841800010,2010,0
2841800020,1220,0
2841800020,2010,0
2841800050,1220,0
2841800050,2010,0
2841901000,1220,0
2841901000,2010,0
2841902000,1220,1
2841902000,2010,0
2841903000,1220,0
2841903000,2010,1
2841904000,1220,0.9854056445
2841904000,2010,1
2841904500,1220,0
2841904500,2010,0
2841905000,1220,1
2841905000,2010,0.9763212675
2842100000,1220,0.9655207122
2842100000,2010,0.2181907571
2842901000,1220,1
2842901000,2010,0
2842909000,1220,0.8243322505
2842909000,2010,1
2843100000,1220,0.6697683479
2843100000,2010,0
2843210000,1220,0.882629627
2843210000,2010,0
2843290100,1220,0
2843290100,2010,1
2843300000,1220,0
2843300000,2010,0
2843900000,1220,0.9064537744
2843900000,2010,0.2180924287
2844101000,1220,0
2844101000,2010,0
2844102010,1220,0
2844102010,2010,0
2844102025,1220,0
2844102025,2010,0
2844102055,1220,0
2844102055,2010,0
2844105000,1220,0
2844105000,2010,0
2844200010,1220,0
2844200010,2010,0
2844200020,1220,0
2844200020,2010,0
2844200030,1220,0
2844200030,2010,0
2844200050,1220,0
2844200050,2010,0
2844301000,1220,0
2844301000,2010,0
2844302010,1220,0
2844302010,2010,0
2844302020,1220,0
2844302020,2010,0
2844302050,1220,0
2844302050,2010,0
2844305010,1220,0.03911939921
2844305010,2010,0
2844305050,1220,0.9343853821
2844305050,2010,0
2844400020,1220,0
2844400020,2010,0
2844410000,1220,0
2844410000,2010,0
2844420000,1220,0
2844420000,2010,0
2844430010,1220,0
2844430010,2010,0
2844430021,1220,0
2844430021,2010,0
2844430028,1220,0
2844430028,2010,0
2844430050,1220,0
2844430050,2010,0
2844440000,1220,0
2844440000,2010,0
2844500000,1220,0
2844500000,2010,0
2845100000,1220,0
2845100000,2010,0
2845200000,1220,0
2845200000,2010,0
2845300000,1220,0
2845300000,2010,0
2845400000,1220,0
2845400000,2010,0
2845900100,1220,0
2845900100,2010,0
2846100010,1220,1
2846100010,2010,0
2846100050,1220,0
2846100050,2010,0
2846902005,1220,0
2846902005,2010,0
2846902015,1220,0
2846902015,2010,0
2846902040,1220,0
2846902040,2010,0
2846902082,1220,0
2846902082,2010,0
2846902084,1220,0
2846902084,2010,0
2846904000,1220,0
2846904000,2010,0
2846908070,1220,0
2846908070,2010,0
2846908075,1220,0
2846908075,2010,0
2846908090,1220,0
2846908090,2010,0
2847000000,1220,0.9931475639
2847000000,2010,0.7492014152
2849100000,1220,1
2849100000,2010,0
2849201000,1220,0
2849201000,2010,0
2849202000,1220,0.9791775665
2849202000,2010,0.9597356222
2849901000,1220,0
2849901000,2010,0
2849902000,1220,0
2849902000,2010,0
2849903000,1220,0.9603409123
2849903000,2010,0
2849905000,1220,0.8890804509
2849905000,2010,0.4803533974
2850000500,1220,0
2850000500,2010,0
2850000700,1220,0
2850000700,2010,0
2850001000,1220,0
2850001000,2010,0
2850002000,1220,0
2850002000,2010,0
2850005000,1220,0.02795805194
2850005000,2010,1
2852101000,1220,0
2852101000,2010,0
2852109000,1220,0
2852109000,2010,0
2852900500,1220,0
2852900500,2010,0
2852909000,1220,1
2852909000,2010,0
2853100000,1220,1
2853100000,2010,0
2853901000,1220,0
2853901000,2010,0
2853905000,1220,0
2853905000,2010,0
2853909010,1220,0
2853909010,2010,0
2853909090,1220,0.7882490308
2853909090,2010,0
2901101000,1220,0
2901101000,2010,0
2901103000,1220,0
2901103000,2010,0
2901104000,1220,0
2901104000,2010,0
2901105000,1220,0
2901105000,2010,0
2901210000,1220,0
2901210000,2010,0
2901220000,1220,0
2901220000,2010,0
2901230000,1220,0
2901230000,2010,0
2901241000,1220,0
2901241000,2010,0
2901242000,1220,0
2901242000,2010,0
2901245000,1220,0
2901245000,2010,0
2901291010,1220,0
2901291010,2010,0
2901291050,1220,0
2901291050,2010,0
2901295000,1220,0
2901295000,2010,0
2902110000,1220,0
2902110000,2010,0
2902190010,1220,0
2902190010,2010,0
2902190050,1220,0
2902190050,2010,0
2902200000,1220,0
2902200000,2010,0
2902300000,1220,0
2902300000,2010,0
2902410000,1220,0
2902410000,2010,0
2902420000,1220,0
2902420000,2010,0
2902430000,1220,0
2902430000,2010,0
2902440000,1220,0
2902440000,2010,0
2902500000,1220,0
2902500000,2010,0
2902600000,1220,0
2902600000,2010,0
2902700000,1220,0
2902700000,2010,0
2902901000,1220,0
2902901000,2010,0
2902902000,1220,0
2902902000,2010,0
2902903010,1220,0
2902903010,2010,0
2902903050,1220,0
2902903050,2010,0
2902904000,1220,0
2902904000,2010,0
2902906000,1220,0
2902906000,2010,0
2902909000,1220,0
2902909000,2010,0
2903110010,1220,0
2903110010,2010,0
2903110020,1220,0
2903110020,2010,0
2903120000,1220,0.2990504812
2903120000,2010,0
2903130000,1220,0
2903130000,2010,0
2903140000,1220,0
2903140000,2010,0
2903150000,1220,0
2903150000,2010,0
2903190500,1220,0
2903190500,2010,0
2903191000,1220,0
2903191000,2010,0
2903193000,1220,0
2903193000,2010,0
2903196010,1220,0
2903196010,2010,0
2903196050,1220,0
2903196050,2010,0
2903210000,1220,0
2903210000,2010,0
2903220000,1220,0
2903220000,2010,0
2903230000,1220,1
2903230000,2010,0
2903290000,1220,0
2903290000,2010,1
2903411000,1220,0
2903411000,2010,0
2903421000,1220,1
2903421000,2010,0
2903431000,1220,1
2903431000,2010,0.06336382705
2903441010,1220,1
2903441010,2010,1
2903441020,1220,0
2903441020,2010,0
2903441030,1220,0
2903441030,2010,0
2903451000,1220,0.9738620617
2903451000,2010,1
2903461000,1220,0
2903461000,2010,1
2903471000,1220,1
2903471000,2010,1
2903480000,1220,0
2903480000,2010,0
2903490000,1220,0
2903490000,2010,0
2903511000,1220,0.8490135346
2903511000,2010,1
2903591000,1220,0
2903591000,2010,0
2903591010,1220,0
2903591010,2010,0
2903599000,1220,0
2903599000,2010,0
2903610000,1220,0
2903610000,2010,0
2903621000,1220,0
2903621000,2010,0
2903691000,1220,0
2903691000,2010,0
2903699000,1220,0
2903699000,2010,0
2903710100,1220,1
2903710100,2010,1
2903720100,1220,0
2903720100,2010,0
2903730100,1220,1
2903730100,2010,0
2903740100,1220,0
2903740100,2010,0
2903750100,1220,0
2903750100,2010,0
2903760100,1220,0
2903760100,2010,0
2903770010,1220,1
2903770010,2010,0
2903770020,1220,0
2903770020,2010,0
2903770030,1220,0
2903770030,2010,0
2903770040,1220,1
2903770040,2010,0
2903770050,1220,1
2903770050,2010,0
2903770080,1220,0
2903770080,2010,0
2903780000,1220,0
2903780000,2010,0
2903791000,1220,0
2903791000,2010,0
2903799030,1220,0
2903799030,2010,0
2903799070,1220,0
2903799070,2010,1
2903810000,1220,0
2903810000,2010,0
2903820000,1220,1
2903820000,2010,0
2903830000,1220,0
2903830000,2010,0
2903890500,1220,0
2903890500,2010,0
2903891100,1220,0
2903891100,2010,0
2903891500,1220,0
2903891500,2010,0
2903892000,1220,0
2903892000,2010,0
2903893100,1220,0
2903893100,2010,0
2903894000,1220,0
2903894000,2010,0
2903896000,1220,0
2903896000,2010,0
2903897010,1220,0
2903897010,2010,0
2903897090,1220,0
2903897090,2010,0
2903911000,1220,1
2903911000,2010,1
2903912000,1220,0
2903912000,2010,1
2903913000,1220,0
2903913000,2010,0
2903920000,1220,0
2903920000,2010,0
2903930000,1220,0
2903930000,2010,0
2903940000,1220,0
2903940000,2010,0
2903990500,1220,0
2903990500,2010,0
2903990800,1220,0
2903990800,2010,0
2903991000,1220,0
2903991000,2010,0
2903991500,1220,0
2903991500,2010,0
2903992000,1220,0
2903992000,2010,0
2903992300,1220,0
2903992300,2010,0
2903992700,1220,0
2903992700,2010,0
2903993000,1220,0
2903993000,2010,0
2903998001,1220,0.7580319029
2903998001,2010,0
2904100400,1220,0
2904100400,2010,0
2904100800,1220,0
2904100800,2010,0
2904101000,1220,0
2904101000,2010,0
2904101500,1220,0
2904101500,2010,0
2904103200,1220,1
2904103200,2010,0
2904103700,1220,1
2904103700,2010,0
2904105000,1220,0.95389448
2904105000,2010,0
2904201000,1220,0
2904201000,2010,0
2904201500,1220,0
2904201500,2010,0
2904202000,1220,0
2904202000,2010,0
2904203000,1220,0
2904203000,2010,0
2904203500,1220,0
2904203500,2010,0
2904204000,1220,0
2904204000,2010,0
2904204500,1220,0
2904204500,2010,0
2904205000,1220,0
2904205000,2010,0
2904310000,1220,0
2904310000,2010,0
2904320000,1220,0
2904320000,2010,0
2904330000,1220,0
2904330000,2010,0
2904340000,1220,0
2904340000,2010,0
2904350000,1220,0
2904350000,2010,0
2904360000,1220,0
2904360000,2010,0
2904910000,1220,0
2904910000,2010,0
2904990400,1220,0
2904990400,2010,0
2904990800,1220,0
2904990800,2010,0
2904991500,1220,0
2904991500,2010,0
2904992000,1220,0
2904992000,2010,0
2904993000,1220,0
2904993000,2010,0
2904993500,1220,0
2904993500,2010,0
2904994000,1220,0
2904994000,2010,0
2904994700,1220,0
2904994700,2010,0
2904995000,1220,1
2904995000,2010,0
2905111000,1220,0
2905111000,2010,0
2905112010,1220,0.9998828658
2905112010,2010,0.3178787409
2905112015,1220,0
2905112015,2010,0
2905112085,1220,0.07213008871
2905112085,2010,0
2905120010,1220,0.9793821985
2905120010,2010,1
2905120050,1220,0.9985219677
2905120050,2010,0.2090855407
2905130000,1220,0
2905130000,2010,0
2905141000,1220,0
2905141000,2010,0
2905145010,1220,0
2905145010,2010,0
2905145050,1220,1
2905145050,2010,0
2905160010,1220,1
2905160010,2010,0
2905160050,1220,0
2905160050,2010,0
2905170000,1220,0.1589321596
2905170000,2010,0.719626877
2905191000,1220,0
2905191000,2010,0
2905199005,1220,0
2905199005,2010,0
2905199010,1220,0
2905199010,2010,0
2905199020,1220,0
2905199020,2010,0
2905199090,1220,1
2905199090,2010,0.9993656976
2905221000,1220,0
2905221000,2010,0
2905222000,1220,0
2905222000,2010,0
2905225010,1220,0
2905225010,2010,0
2905225050,1220,1
2905225050,2010,0
2905291000,1220,0
2905291000,2010,0
2905299000,1220,1
2905299000,2010,0.3401983642
2905310000,1220,0.9980189944
2905310000,2010,1
2905320000,1220,0.9566786524
2905320000,2010,0
2905391000,1220,1
2905391000,2010,0
2905392000,1220,0
2905392000,2010,0
2905396000,1220,0
2905396000,2010,0
2905399000,1220,1
2905399000,2010,0.9992375678
2905410000,1220,0
2905410000,2010,0
2905420000,1220,0
2905420000,2010,0
2905430000,1220,0
2905430000,2010,0
2905440000,1220,0.3821320916
2905440000,2010,1
2905450000,1220,0.6228192236
2905450000,2010,0.9701656667
2905491000,1220,1
2905491000,2010,0
2905492000,1220,0
2905492000,2010,0
2905493000,1220,0
2905493000,2010,0
2905494000,1220,1
2905494000,2010,0
2905495001,1220,0.8726730911
2905495001,2010,0
2905510000,1220,0
2905510000,2010,0
2905591000,1220,0
2905591000,2010,0
2905593000,1220,0
2905593000,2010,0
2905599000,1220,0.3646945982
2905599000,2010,1
2906110000,1220,0
2906110000,2010,0
2906120000,1220,0
2906120000,2010,0
2906131000,1220,0
2906131000,2010,0
2906135000,1220,1
2906135000,2010,0
2906191000,1220,0
2906191000,2010,0
2906193000,1220,1
2906193000,2010,1
2906195000,1220,0.9231340798
2906195000,2010,0.4194035325
2906210000,1220,0.9764513457
2906210000,2010,1
2906291000,1220,0
2906291000,2010,0
2906292000,1220,0
2906292000,2010,0
2906293000,1220,0
2906293000,2010,0
2906296000,1220,1
2906296000,2010,0
2907110000,1220,1
2907110000,2010,0
2907120000,1220,0
2907120000,2010,0
2907130000,1220,1
2907130000,2010,1
2907151000,1220,0
2907151000,2010,0
2907153000,1220,0
2907153000,2010,0
2907156000,1220,0
2907156000,2010,0
2907191000,1220,0
2907191000,2010,0
2907192000,1220,1
2907192000,2010,0
2907194000,1220,0
2907194000,2010,0
2907196100,1220,0
2907196100,2010,0
2907198000,1220,0.8119215292
2907198000,2010,0
2907210000,1220,1
2907210000,2010,0
2907221000,1220,0
2907221000,2010,1
2907225000,1220,0
2907225000,2010,1
2907230000,1220,0
2907230000,2010,0
2907290500,1220,0.6672293224
2907290500,2010,0
2907291000,1220,0
2907291000,2010,0
2907291500,1220,0
2907291500,2010,0
2907292500,1220,0
2907292500,2010,0
2907299000,1220,0.9602659532
2907299000,2010,0
2908110000,1220,0
2908110000,2010,0
2908190500,1220,0
2908190500,2010,0
2908191000,1220,0
2908191000,2010,0
2908191500,1220,0
2908191500,2010,0
2908192000,1220,0
2908192000,2010,0
2908192500,1220,0
2908192500,2010,0
2908193500,1220,0
2908193500,2010,0.5970149254
2908196000,1220,1
2908196000,2010,0.3769230769
2908910000,1220,0
2908910000,2010,0
2908920000,1220,0
2908920000,2010,0
2908990300,1220,0
2908990300,2010,0
2908990600,1220,0
2908990600,2010,0
2908990900,1220,0
2908990900,2010,0
2908991200,1220,0
2908991200,2010,0
2908991500,1220,0
2908991500,2010,0
2908992000,1220,0
2908992000,2010,0
2908992500,1220,0
2908992500,2010,0
2908993300,1220,0
2908993300,2010,0
2908994000,1220,0
2908994000,2010,0
2908998000,1220,1
2908998000,2010,0
2908999000,1220,0
2908999000,2010,1
2909110000,1220,0
2909110000,2010,1
2909191400,1220,1
2909191400,2010,0
2909191800,1220,0.8538548616
2909191800,2010,1
2909193000,1220,0
2909193000,2010,0
2909196000,1220,0.5319157741
2909196000,2010,0
2909200000,1220,0
2909200000,2010,0
2909300500,1220,0
2909300500,2010,0
2909300700,1220,0
2909300700,2010,0
2909300900,1220,0
2909300900,2010,0
2909301000,1220,0
2909301000,2010,0
2909302000,1220,0
2909302000,2010,0
2909303000,1220,0
2909303000,2010,0
2909304000,1220,1
2909304000,2010,0
2909306000,1220,0.07004876915
2909306000,2010,0
2909410000,1220,1
2909410000,2010,1
2909430000,1220,0.5636038816
2909430000,2010,1
2909440110,1220,0
2909440110,2010,0
2909440150,1220,0
2909440150,2010,0
2909490500,1220,0
2909490500,2010,0
2909491000,1220,1
2909491000,2010,1
2909491500,1220,1
2909491500,2010,0
2909492000,1220,0
2909492000,2010,0
2909493000,1220,0
2909493000,2010,0
2909496000,1220,0.9990005861
2909496000,2010,0.2100693799
2909501000,1220,0
2909501000,2010,0
2909502000,1220,0
2909502000,2010,0
2909504010,1220,0.07610697709
2909504010,2010,0
2909504050,1220,0
2909504050,2010,0
2909504500,1220,1
2909504500,2010,0
2909505000,1220,1
2909505000,2010,0
2909601000,1220,0
2909601000,2010,0
2909602000,1220,0
2909602000,2010,0
2909605000,1220,1
2909605000,2010,1
2910100000,1220,0
2910100000,2010,0
2910200000,1220,0
2910200000,2010,0
2910300000,1220,0
2910300000,2010,0
2910400000,1220,0
2910400000,2010,0
2910500000,1220,0
2910500000,2010,0
2910901000,1220,0.8414918415
2910901000,2010,0
2910902000,1220,0
2910902000,2010,0
2910909100,1220,0.8710093823
2910909100,2010,0.9960588375
2911001000,1220,0
2911001000,2010,0
2911005000,1220,0
2911005000,2010,0.8313472307
2912110000,1220,0.9979020126
2912110000,2010,0
2912120000,1220,0
2912120000,2010,0
2912191000,1220,1
2912191000,2010,0
2912192000,1220,0
2912192000,2010,0.4101137736
2912192500,1220,0
2912192500,2010,0
2912193000,1220,0
2912193000,2010,0
2912194000,1220,0
2912194000,2010,0
2912195000,1220,1
2912195000,2010,0
2912210000,1220,0
2912210000,2010,0
2912291000,1220,0
2912291000,2010,0
2912293000,1220,0
2912293000,2010,0
2912296010,1220,1
2912296010,2010,0.05376387774
2912296090,1220,0
2912296090,2010,0.9959824099
2912410000,1220,1
2912410000,2010,0
2912420000,1220,1
2912420000,2010,1
2912491000,1220,0
2912491000,2010,0
2912491500,1220,0
2912491500,2010,0
2912492600,1220,1
2912492600,2010,0
2912495500,1220,0
2912495500,2010,0
2912496000,1220,0
2912496000,2010,0
2912499000,1220,0.3007314585
2912499000,2010,0
2912501000,1220,0
2912501000,2010,0
2912505000,1220,0
2912505000,2010,0
2912600000,1220,0
2912600000,2010,0
2913002000,1220,0
2913002000,2010,0
2913004000,1220,0
2913004000,2010,0
2913005000,1220,0
2913005000,2010,0
2914111000,1220,0.7414051917
2914111000,2010,0
2914115000,1220,0
2914115000,2010,0
2914120000,1220,1
2914120000,2010,0
2914130000,1220,0
2914130000,2010,1
2914190000,1220,1
2914190000,2010,0
2914221000,1220,0
2914221000,2010,0
2914222000,1220,0
2914222000,2010,0
2914230000,1220,0
2914230000,2010,0
2914291000,1220,0
2914291000,2010,1
2914293000,1220,0
2914293000,2010,0
2914293100,1220,0
2914293100,2010,0
2914295000,1220,1
2914295000,2010,0.9735851615
2914310000,1220,0
2914310000,2010,0
2914391000,1220,0
2914391000,2010,0
2914399000,1220,0
2914399000,2010,0
2914401000,1220,0
2914401000,2010,0
2914402000,1220,0
2914402000,2010,0
2914404000,1220,0
2914404000,2010,0
2914406000,1220,0
2914406000,2010,0
2914409000,1220,0.8563748891
2914409000,2010,0
2914501000,1220,0
2914501000,2010,0
2914503000,1220,0
2914503000,2010,0.8343137554
2914505000,1220,0.03636207676
2914505000,2010,0.9863012492
2914610000,1220,0
2914610000,2010,0
2914620000,1220,1
2914620000,2010,0
2914691000,1220,0
2914691000,2010,0
2914692100,1220,0
2914692100,2010,0
2914696000,1220,0
2914696000,2010,0
2914699000,1220,0.8110469421
2914699000,2010,0
2914710000,1220,0
2914710000,2010,0
2914791000,1220,0
2914791000,2010,0
2914793000,1220,0
2914793000,2010,0
2914794000,1220,1
2914794000,2010,1
2914796000,1220,0
2914796000,2010,0
2914799000,1220,0.5843879046
2914799000,2010,1
2915110000,1220,0
2915110000,2010,0
2915120000,1220,0.9979703863
2915120000,2010,0
2915131000,1220,0
2915131000,2010,0
2915135000,1220,1
