hts10,cty_code,usmca_share
5506900100,1220,0
5506900100,2010,0.1389854065
5507000000,1220,0
5507000000,2010,1
5508100000,1220,0.2836700814
5508100000,2010,0.6910433748
5508200000,1220,0
5508200000,2010,1
5509110000,1220,0.9953054081
5509110000,2010,0.1616312045
5509120000,1220,0.9984281757
5509120000,2010,0.001502960521
5509210000,1220,0.9966404876
5509210000,2010,0.8827979689
5509220010,1220,0.8946121855
5509220010,2010,1
5509220090,1220,0.948765461
5509220090,2010,0.9841727877
5509310000,1220,0.9978926551
5509310000,2010,0.07404867674
5509320000,1220,1
5509320000,2010,0.07814141346
5509410010,1220,1
5509410010,2010,0
5509410090,1220,1
5509410090,2010,1
5509420010,1220,0
5509420010,2010,0
5509420090,1220,1
5509420090,2010,1
5509513000,1220,1
5509513000,2010,0
5509516000,1220,1
5509516000,2010,0
5509520000,1220,1
5509520000,2010,0.1377791852
5509530030,1220,0
5509530030,2010,0.9286966991
5509530060,1220,0
5509530060,2010,0.323400424
5509590000,1220,1
5509590000,2010,1
5509610000,1220,0
5509610000,2010,0
5509620000,1220,1
5509620000,2010,0.9935704578
5509692000,1220,1
5509692000,2010,1
5509694000,1220,0
5509694000,2010,0
5509696000,1220,1
5509696000,2010,0.9295194814
5509910000,1220,0
5509910000,2010,0
5509920000,1220,0
5509920000,2010,1
5509992000,1220,1
5509992000,2010,0
5509994000,1220,1
5509994000,2010,0
5509996000,1220,0.9998210566
5509996000,2010,1
5510110000,1220,0.9985136652
5510110000,2010,0.621570218
5510120000,1220,1
5510120000,2010,1
5510200000,1220,1
5510200000,2010,0
5510300000,1220,0
5510300000,2010,0
5510902000,1220,1
5510902000,2010,0
5510904000,1220,0.5799467529
5510904000,2010,0
5510906000,1220,1
5510906000,2010,0
5511100030,1220,0.8511184674
5511100030,2010,1
5511100060,1220,0
5511100060,2010,1
5511200000,1220,0.931713593
5511200000,2010,1
5511300000,1220,0
5511300000,2010,0
5512110010,1220,1
5512110010,2010,0
5512110022,1220,0
5512110022,2010,0
5512110027,1220,0
5512110027,2010,0
5512110030,1220,0
5512110030,2010,0
5512110040,1220,0
5512110040,2010,0
5512110050,1220,0
5512110050,2010,0
5512110060,1220,0
5512110060,2010,0
5512110070,1220,0
5512110070,2010,0
5512110090,1220,0.4422910038
5512110090,2010,1
5512190005,1220,0.423516268
5512190005,2010,0.9247763001
5512190010,1220,0
5512190010,2010,0
5512190015,1220,0
5512190015,2010,0
5512190022,1220,0
5512190022,2010,0
5512190027,1220,0
5512190027,2010,0
5512190030,1220,0
5512190030,2010,0
5512190035,1220,0
5512190035,2010,0
5512190040,1220,0
5512190040,2010,0
5512190045,1220,0
5512190045,2010,0
5512190050,1220,1
5512190050,2010,0
5512190090,1220,0.9846042637
5512190090,2010,0.5923588125
5512210010,1220,0
5512210010,2010,0
5512210020,1220,0
5512210020,2010,0
5512210030,1220,0
5512210030,2010,0
5512210040,1220,0
5512210040,2010,0
5512210050,1220,0
5512210050,2010,0
5512210060,1220,0
5512210060,2010,0
5512210070,1220,0
5512210070,2010,0
5512210090,1220,0
5512210090,2010,1
5512290005,1220,0
5512290005,2010,0.9488980228
5512290010,1220,0
5512290010,2010,0
5512290015,1220,0
5512290015,2010,0
5512290020,1220,1
5512290020,2010,0
5512290025,1220,0
5512290025,2010,0
5512290030,1220,0
5512290030,2010,0
5512290035,1220,0
5512290035,2010,0
5512290040,1220,0
5512290040,2010,0
5512290045,1220,0
5512290045,2010,0
5512290090,1220,0.5180875576
5512290090,2010,0.8159001499
5512910010,1220,0
5512910010,2010,0
5512910020,1220,0
5512910020,2010,0
5512910030,1220,0
5512910030,2010,0
5512910040,1220,0
5512910040,2010,0
5512910050,1220,0
5512910050,2010,0
5512910060,1220,0
5512910060,2010,0
5512910070,1220,0
5512910070,2010,0
5512910090,1220,0.9542217411
5512910090,2010,0
5512990005,1220,1
5512990005,2010,0
5512990010,1220,0
5512990010,2010,0
5512990015,1220,0
5512990015,2010,0
5512990020,1220,0
5512990020,2010,0
5512990025,1220,0
5512990025,2010,0
5512990030,1220,0
5512990030,2010,0
5512990035,1220,1
5512990035,2010,0
5512990040,1220,1
5512990040,2010,0
5512990045,1220,0
5512990045,2010,0
5512990090,1220,1
5512990090,2010,1
5513110020,1220,0
5513110020,2010,1
5513110040,1220,1
5513110040,2010,0
5513110060,1220,0
5513110060,2010,1
5513110090,1220,0
5513110090,2010,0.839706211
5513120000,1220,0
5513120000,2010,1
5513130020,1220,0
5513130020,2010,0
5513130040,1220,0
5513130040,2010,0
5513130090,1220,0
5513130090,2010,1
5513190010,1220,0
5513190010,2010,0
5513190020,1220,0
5513190020,2010,0
5513190030,1220,0
5513190030,2010,0
5513190040,1220,0
5513190040,2010,0
5513190050,1220,0
5513190050,2010,0
5513190060,1220,0
5513190060,2010,0
5513190090,1220,0
5513190090,2010,0
5513210020,1220,0
5513210020,2010,1
5513210040,1220,0
5513210040,2010,1
5513210060,1220,0
5513210060,2010,0
5513210090,1220,0
5513210090,2010,0
5513230121,1220,0
5513230121,2010,1
5513230141,1220,0
5513230141,2010,0
5513230191,1220,0
5513230191,2010,1
5513290010,1220,0
5513290010,2010,0
5513290020,1220,0
5513290020,2010,0
5513290030,1220,0
5513290030,2010,0
5513290040,1220,0
5513290040,2010,0
5513290050,1220,0
5513290050,2010,0
5513290060,1220,0
5513290060,2010,0
5513290090,1220,0
5513290090,2010,0
5513310000,1220,0
5513310000,2010,0
5513390111,1220,0
5513390111,2010,0
5513390115,1220,0
5513390115,2010,0
5513390191,1220,0
5513390191,2010,0
5513410020,1220,0
5513410020,2010,0
5513410040,1220,0
5513410040,2010,0
5513410060,1220,0
5513410060,2010,0
5513410090,1220,0
5513410090,2010,0
5513491000,1220,0
5513491000,2010,1
5513492020,1220,0
5513492020,2010,0
5513492040,1220,0
5513492040,2010,0
5513492090,1220,0
5513492090,2010,0
5513499010,1220,0
5513499010,2010,0
5513499020,1220,0
5513499020,2010,0
5513499030,1220,0
5513499030,2010,0
5513499040,1220,0
5513499040,2010,0
5513499050,1220,0
5513499050,2010,0
5513499060,1220,0
5513499060,2010,0
5513499090,1220,0
5513499090,2010,0
5514110020,1220,0
5514110020,2010,1
5514110030,1220,0
5514110030,2010,0
5514110050,1220,0
5514110050,2010,0
5514110090,1220,0.4084919473
5514110090,2010,0
5514120020,1220,0
5514120020,2010,1
5514120040,1220,0
5514120040,2010,0
5514191020,1220,0
5514191020,2010,0
5514191040,1220,0
5514191040,2010,0
5514191090,1220,0
5514191090,2010,1
5514199010,1220,0
5514199010,2010,0
5514199020,1220,0
5514199020,2010,0
5514199030,1220,0
5514199030,2010,0
5514199040,1220,0
5514199040,2010,0
5514199090,1220,0
5514199090,2010,0
5514210020,1220,1
5514210020,2010,1
5514210030,1220,0
5514210030,2010,0
5514210050,1220,0
5514210050,2010,0
5514210090,1220,0
5514210090,2010,1
5514220020,1220,0
5514220020,2010,0.6261406446
5514220040,1220,0
5514220040,2010,0
5514230020,1220,0
5514230020,2010,0
5514230040,1220,0
5514230040,2010,0
5514230090,1220,0
5514230090,2010,0.07736265101
5514290010,1220,0
5514290010,2010,0
5514290020,1220,0
5514290020,2010,0
5514290030,1220,0
5514290030,2010,0
5514290040,1220,0
5514290040,2010,0
5514290090,1220,0
5514290090,2010,1
5514303100,1220,0
5514303100,2010,0
5514303210,1220,0
5514303210,2010,0
5514303215,1220,0
5514303215,2010,0
5514303280,1220,0
5514303280,2010,0
5514303310,1220,0
5514303310,2010,0
5514303390,1220,0
5514303390,2010,0
5514303910,1220,0
5514303910,2010,0
5514303920,1220,0
5514303920,2010,0
5514303990,1220,0
5514303990,2010,0
5514410020,1220,0
5514410020,2010,0
5514410030,1220,0
5514410030,2010,0
5514410050,1220,0
5514410050,2010,0
5514410090,1220,0
5514410090,2010,0
5514420020,1220,0
5514420020,2010,0
5514420040,1220,0
5514420040,2010,0
5514430020,1220,0
5514430020,2010,0
5514430040,1220,0
5514430040,2010,0
5514430090,1220,0
5514430090,2010,0
5514490010,1220,0
5514490010,2010,0
5514490020,1220,0
5514490020,2010,0
5514490030,1220,0
5514490030,2010,0
5514490040,1220,0
5514490040,2010,0
5514490090,1220,0
5514490090,2010,0
5515110005,1220,0
5515110005,2010,0
5515110010,1220,0
5515110010,2010,0
5515110015,1220,0
5515110015,2010,0.8815172244
5515110020,1220,0
5515110020,2010,1
5515110025,1220,0
5515110025,2010,0
5515110030,1220,0
5515110030,2010,0
5515110035,1220,0
5515110035,2010,0
5515110040,1220,0
5515110040,2010,1
5515110045,1220,0
5515110045,2010,0
5515110090,1220,0
5515110090,2010,1
5515120010,1220,1
5515120010,2010,1
5515120022,1220,0
5515120022,2010,0
5515120027,1220,0
5515120027,2010,0
5515120030,1220,0
5515120030,2010,0
5515120040,1220,0.2687634024
5515120040,2010,1
5515120090,1220,0.9446147781
5515120090,2010,0.9749463749
5515130510,1220,0
5515130510,2010,1
5515130520,1220,0
5515130520,2010,0.9996794141
5515131010,1220,0
5515131010,2010,1
5515131020,1220,0
5515131020,2010,0.9995685771
5515190005,1220,0
5515190005,2010,1
5515190010,1220,0
5515190010,2010,0
5515190015,1220,0
5515190015,2010,0
5515190020,1220,0
5515190020,2010,0
5515190025,1220,0
5515190025,2010,0
5515190030,1220,0
5515190030,2010,0
5515190035,1220,0
5515190035,2010,0
5515190040,1220,0
5515190040,2010,0
5515190045,1220,0
5515190045,2010,0
5515190090,1220,1
5515190090,2010,0
5515210010,1220,0
5515210010,2010,0
5515210020,1220,0
5515210020,2010,0
5515210030,1220,0
5515210030,2010,0
5515210040,1220,0
5515210040,2010,0
5515210090,1220,0
5515210090,2010,0
5515220510,1220,0
5515220510,2010,0
5515220520,1220,0
5515220520,2010,0
5515221000,1220,0
5515221000,2010,0
5515290005,1220,0
5515290005,2010,0
5515290010,1220,0
5515290010,2010,0
5515290015,1220,0
5515290015,2010,0
5515290020,1220,0
5515290020,2010,0
5515290025,1220,0
5515290025,2010,0
5515290030,1220,0
5515290030,2010,0
5515290035,1220,0
5515290035,2010,0
5515290040,1220,0
5515290040,2010,0
5515290045,1220,0
5515290045,2010,0
5515290090,1220,0
5515290090,2010,0
5515910010,1220,0
5515910010,2010,0
5515910020,1220,0
5515910020,2010,0
5515910030,1220,0
5515910030,2010,0
5515910040,1220,0
5515910040,2010,0
5515910090,1220,1
5515910090,2010,1
5515990510,1220,0
5515990510,2010,0
5515990520,1220,0
5515990520,2010,0
5515991010,1220,0
5515991010,2010,0
5515991020,1220,0
5515991020,2010,0
5515999005,1220,0
5515999005,2010,0
5515999010,1220,0
5515999010,2010,0
5515999015,1220,0
5515999015,2010,0
5515999020,1220,0
5515999020,2010,0
5515999025,1220,0
5515999025,2010,0
5515999030,1220,0
5515999030,2010,0
5515999035,1220,0
5515999035,2010,0
5515999040,1220,0
5515999040,2010,0
5515999045,1220,0
5515999045,2010,0
5515999090,1220,0
5515999090,2010,1
5516110010,1220,0
5516110010,2010,1
5516110020,1220,0
5516110020,2010,1
5516110090,1220,1
5516110090,2010,0
5516120010,1220,0
5516120010,2010,0
5516120020,1220,0
5516120020,2010,0
5516120090,1220,0
5516120090,2010,0
5516130000,1220,0
5516130000,2010,0
5516140005,1220,0
5516140005,2010,0
5516140015,1220,0
5516140015,2010,0
5516140025,1220,0
5516140025,2010,0
5516140030,1220,0
5516140030,2010,0
5516140085,1220,0
5516140085,2010,0
5516140095,1220,1
5516140095,2010,0
5516210010,1220,0
5516210010,2010,0
5516210020,1220,0
5516210020,2010,0
5516210030,1220,0
5516210030,2010,0
5516210040,1220,0
5516210040,2010,0
5516210090,1220,0
5516210090,2010,1
5516220010,1220,0
5516220010,2010,0
5516220020,1220,0
5516220020,2010,0
5516220030,1220,0
5516220030,2010,0
5516220040,1220,0
5516220040,2010,0
5516220090,1220,0.8477801268
5516220090,2010,0
5516230010,1220,0
5516230010,2010,0
5516230020,1220,0
5516230020,2010,0
5516230030,1220,0
5516230030,2010,0
5516230040,1220,0
5516230040,2010,0
5516230090,1220,1
5516230090,2010,0.5687804153
5516240010,1220,0
5516240010,2010,0
5516240020,1220,0
5516240020,2010,0
5516240030,1220,0
5516240030,2010,0
5516240040,1220,0
5516240040,2010,0
5516240085,1220,0
5516240085,2010,0
5516240095,1220,0
5516240095,2010,0
5516310510,1220,0
5516310510,2010,0
5516310520,1220,0
5516310520,2010,0
5516311000,1220,0
5516311000,2010,0
5516320510,1220,0
5516320510,2010,0
5516320520,1220,0
5516320520,2010,0
5516321000,1220,0
5516321000,2010,0
5516330510,1220,0
5516330510,2010,0
5516330520,1220,0
5516330520,2010,0
5516331000,1220,0
5516331000,2010,0
5516340510,1220,0
5516340510,2010,0
5516340520,1220,0
5516340520,2010,0
5516341000,1220,0
5516341000,2010,0
5516410010,1220,0
5516410010,2010,0
5516410022,1220,0
5516410022,2010,0
5516410027,1220,0
5516410027,2010,0
5516410030,1220,0
5516410030,2010,0
5516410040,1220,0
5516410040,2010,0
5516410050,1220,0
5516410050,2010,0
5516410060,1220,0
5516410060,2010,0
5516410070,1220,0
5516410070,2010,0
5516410090,1220,0
5516410090,2010,0
5516420010,1220,0
5516420010,2010,0
5516420022,1220,0
5516420022,2010,0
5516420027,1220,0
5516420027,2010,0
5516420030,1220,0
5516420030,2010,0
5516420040,1220,0
5516420040,2010,0
5516420050,1220,0
5516420050,2010,0
5516420060,1220,0
5516420060,2010,0
5516420070,1220,0
5516420070,2010,0
5516420090,1220,0
5516420090,2010,0
5516430010,1220,0
5516430010,2010,0
5516430015,1220,0
5516430015,2010,0
5516430020,1220,0
5516430020,2010,0
5516430035,1220,0
5516430035,2010,0
5516430080,1220,0
5516430080,2010,0
5516440010,1220,0
5516440010,2010,0
5516440022,1220,0
5516440022,2010,0
5516440027,1220,0
5516440027,2010,0
5516440030,1220,0
5516440030,2010,0
5516440040,1220,0
5516440040,2010,0
5516440050,1220,0
5516440050,2010,0
5516440060,1220,0
5516440060,2010,0
5516440070,1220,0
5516440070,2010,0
5516440090,1220,0
5516440090,2010,0
5516910010,1220,0
5516910010,2010,0
5516910020,1220,0
5516910020,2010,0
5516910030,1220,0
5516910030,2010,0
5516910040,1220,0
5516910040,2010,0
5516910050,1220,0
5516910050,2010,0
5516910060,1220,0
5516910060,2010,1
5516910070,1220,0
5516910070,2010,0
5516910090,1220,0
5516910090,2010,0
5516920010,1220,0
5516920010,2010,0
5516920020,1220,0
5516920020,2010,0
5516920030,1220,0
5516920030,2010,0
5516920040,1220,0
5516920040,2010,0
5516920050,1220,0
5516920050,2010,0
5516920060,1220,0
5516920060,2010,0
5516920070,1220,0
5516920070,2010,0
5516920090,1220,0
5516920090,2010,0
5516930010,1220,0
5516930010,2010,0
5516930020,1220,1
5516930020,2010,0
5516930090,1220,0
5516930090,2010,0
5516940010,1220,0
5516940010,2010,0
5516940020,1220,0
5516940020,2010,0
5516940030,1220,0
5516940030,2010,0
5516940040,1220,0
5516940040,2010,0
5516940050,1220,0
5516940050,2010,0
5516940060,1220,0
5516940060,2010,0
5516940070,1220,0
5516940070,2010,0
5516940090,1220,0
5516940090,2010,0
5601210010,1220,0.9518481334
5601210010,2010,0.9989218046
5601210090,1220,0.3002889767
5601210090,2010,0.9765844598
5601220010,1220,1
5601220010,2010,0
5601220050,1220,0
5601220050,2010,0
5601220091,1220,0.7572570948
5601220091,2010,0.7540633108
5601290010,1220,0
5601290010,2010,0
5601290020,1220,0
5601290020,2010,0
5601290090,1220,0
5601290090,2010,0.8791233865
5601300000,1220,0
5601300000,2010,0
5602101000,1220,0.6164652537
5602101000,2010,0.9358462455
5602109010,1220,1
5602109010,2010,0.9603200463
5602109090,1220,0.9848663859
5602109090,2010,0.7582573085
5602210000,1220,0.9583982354
5602210000,2010,0.9986559291
5602290000,1220,0.1636860533
5602290000,2010,0.8931728381
5602903000,1220,0
5602903000,2010,0
5602906000,1220,0.9514401959
5602906000,2010,0.9887493104
5602909000,1220,0.9147016484
5602909000,2010,0.9375199317
5603110010,1220,0
5603110010,2010,0
5603110070,1220,0
5603110070,2010,0
5603110095,1220,0
5603110095,2010,0
5603120010,1220,0
5603120010,2010,0
5603120070,1220,0
5603120070,2010,0
5603120095,1220,0
5603120095,2010,0
5603130010,1220,0
5603130010,2010,0
5603130070,1220,0
5603130070,2010,0
5603130095,1220,0
5603130095,2010,0
5603143000,1220,0
5603143000,2010,0
5603149010,1220,0
5603149010,2010,0
5603149090,1220,0
5603149090,2010,0
5603910010,1220,0
5603910010,2010,0
5603910090,1220,0
5603910090,2010,0
5603920010,1220,0
5603920010,2010,0
5603920070,1220,0
5603920070,2010,0
5603920095,1220,0
5603920095,2010,0
5603930010,1220,0
5603930010,2010,0
5603930090,1220,0
5603930090,2010,0
5603941010,1220,0
5603941010,2010,0
5603941090,1220,0
5603941090,2010,0
5603943000,1220,0
5603943000,2010,0
5603949010,1220,0
5603949010,2010,0
5603949030,1220,0
5603949030,2010,0
5603949050,1220,0
5603949050,2010,0
5603949070,1220,0
5603949070,2010,0
5603949090,1220,0
5603949090,2010,0
5604100000,1220,0.9093999638
5604100000,2010,0.9960527524
5604902000,1220,1
5604902000,2010,0.7040899492
5604909000,1220,1
5604909000,2010,0.1142598143
5605001000,1220,0
5605001000,2010,0.9202160814
5605009000,1220,0.9082810953
5605009000,2010,0.9711878818
5606000010,1220,0
5606000010,2010,0
5606000090,1220,0.9858846598
5606000090,2010,1
5607210000,1220,0
5607210000,2010,0
5607290000,1220,0.367601929
5607290000,2010,0.7263206755
5607411000,1220,0
5607411000,2010,1
5607413000,1220,1
5607413000,2010,0.9989157417
5607491000,1220,1
5607491000,2010,0.9858237998
5607491500,1220,0.9997780088
5607491500,2010,0
5607492500,1220,0.9997701448
5607492500,2010,0.9560837528
5607493000,1220,0.7087589751
5607493000,2010,0.6930048223
5607502500,1220,0.8883716249
5607502500,2010,0
5607503500,1220,0.9841354515
5607503500,2010,0.9869111549
5607504000,1220,0.4724282744
5607504000,2010,0.4778395214
5607901000,1220,0
5607901000,2010,0
5607901500,1220,0
5607901500,2010,0
5607902500,1220,0
5607902500,2010,0
5607903500,1220,0.9618529728
5607903500,2010,1
5607909000,1220,0.941397368
5607909000,2010,0.1456153042
5608110010,1220,0
5608110010,2010,0
5608110090,1220,0.987810513
5608110090,2010,0
5608191010,1220,0.8688450486
5608191010,2010,1
5608191020,1220,0.9162988222
5608191020,2010,1
5608192010,1220,1
5608192010,2010,0
5608192090,1220,0.8909309049
5608192090,2010,0.9760138734
5608901000,1220,1
5608901000,2010,1
5608902300,1220,0
5608902300,2010,0.8438946975
5608902700,1220,0
5608902700,2010,1
5608903000,1220,0.7947835948
5608903000,2010,0.9237304465
5609001000,1220,1
5609001000,2010,0.9967440661
5609002000,1220,0
5609002000,2010,0
5609003000,1220,0.8761501603
5609003000,2010,0.9411702486
5609004000,1220,0.891041828
5609004000,2010,0.5913081355
5701101300,1220,0
5701101300,2010,0
5701101600,1220,0
5701101600,2010,0
5701104000,1220,0
5701104000,2010,0
5701109000,1220,0.1159353349
5701109000,2010,0.1686972393
5701901010,1220,0
5701901010,2010,0
5701901020,1220,0
5701901020,2010,0
5701901030,1220,0
5701901030,2010,0
5701901090,1220,0
5701901090,2010,0
5701902010,1220,0
5701902010,2010,0
5701902020,1220,0
5701902020,2010,0
5701902030,1220,0
5701902030,2010,0
5701902090,1220,0
5701902090,2010,0
5702101000,1220,0
5702101000,2010,0
5702109010,1220,0
5702109010,2010,0
5702109020,1220,0
5702109020,2010,0
5702109030,1220,0
5702109030,2010,0
5702109090,1220,0
5702109090,2010,0
5702201000,1220,0
5702201000,2010,0
5702202000,1220,0
5702202000,2010,0
5702311000,1220,0
5702311000,2010,0
5702312000,1220,0.852151683
5702312000,2010,1
5702321000,1220,0
5702321000,2010,0
5702322000,1220,0.3598505606
5702322000,2010,1
5702391000,1220,0
5702391000,2010,0
5702392010,1220,0
5702392010,2010,0
5702392090,1220,0.6756594724
5702392090,2010,0
5702411000,1220,0
5702411000,2010,0
5702412000,1220,0
5702412000,2010,0
5702421000,1220,0
5702421000,2010,0
5702422020,1220,0
5702422020,2010,0
5702422080,1220,0
5702422080,2010,0
5702491020,1220,0
5702491020,2010,0
5702491080,1220,0
5702491080,2010,0
5702491500,1220,0
5702491500,2010,0
5702492000,1220,0
5702492000,2010,0
5702502000,1220,0
5702502000,2010,0
5702504000,1220,0
5702504000,2010,0
5702505200,1220,0
5702505200,2010,1
5702505600,1220,0
5702505600,2010,0
5702505900,1220,0
5702505900,2010,0.9214352475
5702912000,1220,0
5702912000,2010,0
5702913000,1220,0
5702913000,2010,0.8581020591
5702914000,1220,0
5702914000,2010,0.7024550636
5702921000,1220,1
5702921000,2010,0
5702929000,1220,0.996470511
5702929000,2010,1
5702990500,1220,0
5702990500,2010,0
5702991500,1220,0
5702991500,2010,0
5702992000,1220,1
5702992000,2010,0
5703102000,1220,0.9941791313
5703102000,2010,0.9418266434
5703108000,1220,0.8711132768
5703108000,2010,0.8664278177
5703210010,1220,1
5703210010,2010,0
5703210090,1220,0.9206202592
5703210090,2010,0
5703291000,1220,0
5703291000,2010,0
5703292010,1220,0.9939281205
5703292010,2010,0.5708901143
5703292090,1220,0.3556989338
5703292090,2010,0.644520822
5703310030,1220,0.8967330079
5703310030,2010,0.9736789344
5703310060,1220,0.887370476
5703310060,2010,1
5703310085,1220,0.815470454
5703310085,2010,0.7452891464
5703391000,1220,0
5703391000,2010,0
5703392030,1220,0.9864864009
5703392030,2010,0.1784604046
5703392090,1220,0.3945946129
5703392090,2010,0.9919123446
5703900000,1220,0.6947718344
5703900000,2010,0
5704100010,1220,0
5704100010,2010,1
5704100090,1220,0
5704100090,2010,0
5704200010,1220,0
5704200010,2010,0
5704200090,1220,0
5704200090,2010,0
5704900110,1220,0
5704900110,2010,0
5704900190,1220,0
5704900190,2010,0
5705001000,1220,0
5705001000,2010,0
5705002005,1220,1
5705002005,2010,0
5705002015,1220,0
5705002015,2010,1
5705002020,1220,0
5705002020,2010,0
5705002030,1220,0.5375763337
5705002030,2010,0.268892236
5705002090,1220,0.7878156481
5705002090,2010,0.5363338951
5801100000,1220,0
5801100000,2010,0
5801210000,1220,0
5801210000,2010,0
5801221000,1220,0
5801221000,2010,0
5801229000,1220,0
5801229000,2010,0
5801230000,1220,0
5801230000,2010,0
5801260010,1220,0
5801260010,2010,0
5801260020,1220,0
5801260020,2010,0
5801271000,1220,0
5801271000,2010,0
5801275010,1220,0
5801275010,2010,0
5801275020,1220,0
5801275020,2010,1
5801310000,1220,0
5801310000,2010,0.9554160805
5801320000,1220,0
5801320000,2010,0
5801330000,1220,0
5801330000,2010,1
5801360010,1220,0.9746640057
5801360010,2010,0.7535971654
5801360020,1220,0.9871578025
5801360020,2010,0.6925014624
5801371000,1220,0
5801371000,2010,0.6289233214
5801375010,1220,0.8884671207
5801375010,2010,1
5801375020,1220,1
5801375020,2010,0.7375605241
5801901000,1220,0
5801901000,2010,0
5801902010,1220,0
5801902010,2010,0
5801902090,1220,0.2153716216
5801902090,2010,0.5028275212
5802101000,1220,0
5802101000,2010,0
5802109000,1220,0
5802109000,2010,0
5802200010,1220,0
5802200010,2010,0
5802200020,1220,0
5802200020,2010,1
5802200090,1220,0
5802200090,2010,0.5799086758
5802300010,1220,0
5802300010,2010,0
5802300020,1220,0
5802300020,2010,0
5802300030,1220,0
5802300030,2010,0
5802300090,1220,1
5802300090,2010,0
5803001000,1220,0
5803001000,2010,0
5803002000,1220,0
5803002000,2010,0
5803003000,1220,0
5803003000,2010,0
5803004000,1220,0
5803004000,2010,0
5803005000,1220,0
5803005000,2010,0
5803009010,1220,0
5803009010,2010,0
5803009090,1220,0
5803009090,2010,0
5804101000,1220,0
5804101000,2010,1
5804109010,1220,0
5804109010,2010,0
5804109090,1220,0
5804109090,2010,0
5804210000,1220,0.07843137255
5804210000,2010,1
5804291000,1220,0
5804291000,2010,0
5804299010,1220,0
5804299010,2010,0
5804299090,1220,0
5804299090,2010,0
5804300010,1220,0
5804300010,2010,0
5804300020,1220,0
5804300020,2010,0
5804300090,1220,0
5804300090,2010,1
5805001000,1220,0
5805001000,2010,0
5805002000,1220,0
5805002000,2010,0
5805002500,1220,0
5805002500,2010,0
5805003000,1220,0
5805003000,2010,0
5805004010,1220,0
5805004010,2010,0
5805004090,1220,0
5805004090,2010,0
5806101000,1220,0
5806101000,2010,0
5806102400,1220,0.4878838936
5806102400,2010,0.9885834676
5806102800,1220,0.381872014
5806102800,2010,0.6487958472
5806103010,1220,0
5806103010,2010,0
5806103020,1220,0
5806103020,2010,0
5806103090,1220,0.7212261107
5806103090,2010,0.9954264264
5806200010,1220,0.2444444444
5806200010,2010,0.3614699502
5806200090,1220,0.04383992806
5806200090,2010,0.815316645
5806310000,1220,1
5806310000,2010,0.1660048807
5806321010,1220,0.9053745239
5806321010,2010,0.9282348381
5806321020,1220,0
5806321020,2010,1
5806321030,1220,0.004789277958
5806321030,2010,0.8714821475
5806321040,1220,0.2506393862
5806321040,2010,0.6945678289
5806321050,1220,0
5806321050,2010,0
5806321060,1220,0
5806321060,2010,1
5806321070,1220,0
5806321070,2010,0.9352571217
5806321080,1220,0.08848751206
5806321080,2010,0
5806321095,1220,0
5806321095,2010,0.7208700088
5806322000,1220,0.8246877814
5806322000,2010,0.2389639973
5806391000,1220,0
5806391000,2010,0
5806392000,1220,0
5806392000,2010,0
5806393010,1220,0
5806393010,2010,0
5806393020,1220,0
5806393020,2010,0
5806393080,1220,0
5806393080,2010,0
5806400000,1220,0.9867692508
5806400000,2010,0.0094824187
5807100510,1220,1
5807100510,2010,0
5807100520,1220,0.7797293457
5807100520,2010,0.1245837215
5807101500,1220,1
5807101500,2010,0.6796306781
5807102010,1220,0
5807102010,2010,0
5807102020,1220,0.06192393832
5807102020,2010,0.8556842635
5807102090,1220,0.2897396093
5807102090,2010,0.06277606096
5807900510,1220,0
5807900510,2010,0
5807900520,1220,0.9768234419
5807900520,2010,0.2170808217
5807901500,1220,0.8692730605
5807901500,2010,0.4519540552
5807902010,1220,0
5807902010,2010,0
5807902020,1220,0.3936258993
5807902020,2010,0.4837651689
5807902090,1220,0.5371557636
5807902090,2010,0.9639942276
5808101000,1220,0
5808101000,2010,0
5808104000,1220,0
5808104000,2010,0.1855562513
5808105000,1220,0
5808105000,2010,0
5808107000,1220,0.4217570617
5808107000,2010,0.8930928075
5808109000,1220,0
5808109000,2010,0.2149904952
5808900010,1220,0.9541417592
5808900010,2010,0.9336249337
5808900090,1220,0.9788427559
5808900090,2010,0.1737583708
5809000000,1220,1
5809000000,2010,1
5810100000,1220,0.3018559762
5810100000,2010,0.9594276409
5810910010,1220,0
5810910010,2010,0
5810910020,1220,0.362868048
5810910020,2010,1
5810921000,1220,0.8164580988
5810921000,2010,0.968807256
5810929030,1220,0
5810929030,2010,0
5810929050,1220,0
5810929050,2010,0.1065234641
5810929080,1220,0.7303612815
5810929080,2010,0.9027811674
5810991000,1220,0
5810991000,2010,0
5810999000,1220,0.08400906573
5810999000,2010,0
5811001000,1220,0
5811001000,2010,0.975571003
5811002000,1220,0.9962948703
5811002000,2010,0
5811003000,1220,0.6026668338
5811003000,2010,0.9305320559
5811004000,1220,0
5811004000,2010,0
5901101000,1220,1
5901101000,2010,0
5901102000,1220,0.4529965329
5901102000,2010,0
5901902000,1220,0.8658571025
5901902000,2010,0
5901904000,1220,0.8587461624
5901904000,2010,0.993938042
5902100000,1220,0.5629560833
5902100000,2010,0
5902200000,1220,0.2414634146
5902200000,2010,0.9686908503
5902900000,1220,0
5902900000,2010,0
5903101000,1220,0.9689963489
5903101000,2010,0.9767867956
5903101500,1220,0
5903101500,2010,0
5903101800,1220,1
5903101800,2010,0.9811780695
5903102010,1220,0
