hts8,list,ch99_code
84271080,1,9903.88.01
84271080,3,9903.88.03
84272040,1,9903.88.01
84272040,3,9903.88.03
84272080,1,9903.88.01
84272080,3,9903.88.03
84279000,3,9903.88.03
84281000,4A,9903.88.15
84282000,1,9903.88.01
84283100,1,9903.88.01
84283200,1,9903.88.01
84283200,3,9903.88.03
84283300,1,9903.88.01
84283300,3,9903.88.03
84283900,1,9903.88.01
84283900,3,9903.88.03
84284000,3,9903.88.03
84286000,4A,9903.88.15
84287000,1,9903.88.01
84289002,3,9903.88.03
84289003,1,9903.88.01
84291100,1,9903.88.01
84291900,1,9903.88.01
84292000,1,9903.88.01
84292000,3,9903.88.03
84293000,1,9903.88.01
84294000,1,9903.88.01
84294000,3,9903.88.03
84295110,1,9903.88.01
84295110,3,9903.88.03
84295150,1,9903.88.01
84295150,3,9903.88.03
84295210,1,9903.88.01
84295210,3,9903.88.03
84295250,1,9903.88.01
84295910,1,9903.88.01
84295950,1,9903.88.01
84301000,1,9903.88.01
84301000,3,9903.88.03
84302000,4A,9903.88.15
84303100,1,9903.88.01
84303100,3,9903.88.03
84303900,1,9903.88.01
84304100,1,9903.88.01
84304940,3,9903.88.03
84304980,1,9903.88.01
84305010,3,9903.88.03
84305050,1,9903.88.01
84306100,1,9903.88.01
84306901,1,9903.88.01
84311000,1,9903.88.01
84311000,3,9903.88.03
84312000,1,9903.88.01
84312000,3,9903.88.03
84313100,1,9903.88.01
84313100,3,9903.88.03
84313900,1,9903.88.01
84313900,3,9903.88.03
84314100,1,9903.88.01
84314100,3,9903.88.03
84314200,1,9903.88.01
84314340,1,9903.88.01
84314380,1,9903.88.01
84314380,3,9903.88.03
84314910,1,9903.88.01
84314990,1,9903.88.01
84314990,3,9903.88.03
84321000,1,9903.88.01
84322100,1,9903.88.01
84322900,2,9903.88.02
84322900,3,9903.88.03
84323100,2,9903.88.02
84323900,2,9903.88.02
84324100,3,9903.88.03
84324200,2,9903.88.02
84324200,3,9903.88.03
84328000,1,9903.88.01
84329000,1,9903.88.01
84329000,3,9903.88.03
84331100,4A,9903.88.15
84331900,4A,9903.88.15
84332000,1,9903.88.01
84333000,1,9903.88.01
84334000,1,9903.88.01
84335100,1,9903.88.01
84335200,1,9903.88.01
84335300,1,9903.88.01
84335900,1,9903.88.01
84336000,1,9903.88.01
84339010,3,9903.88.03
84339050,1,9903.88.01
84341000,4A,9903.88.15
84342000,1,9903.88.01
84349000,1,9903.88.01
84351000,4A,9903.88.15
84359000,4A,9903.88.15
84361000,1,9903.88.01
84361000,3,9903.88.03
84362100,1,9903.88.01
84362900,1,9903.88.01
84368000,1,9903.88.01
84368000,3,9903.88.03
84369100,1,9903.88.01
84369900,1,9903.88.01
84369900,3,9903.88.03
84371000,1,9903.88.01
84378000,1,9903.88.01
84379000,1,9903.88.01
84381000,4A,9903.88.15
84382000,4A,9903.88.15
84383000,4A,9903.88.15
84384000,4A,9903.88.15
84385000,1,9903.88.01
84386000,1,9903.88.01
84388000,1,9903.88.01
84388000,3,9903.88.03
84389010,4A,9903.88.15
84389090,1,9903.88.01
84391000,1,9903.88.01
84392000,1,9903.88.01
84393000,1,9903.88.01
84399110,1,9903.88.01
84399190,1,9903.88.01
84399190,3,9903.88.03
84399910,1,9903.88.01
84399910,3,9903.88.03
84399950,1,9903.88.01
84401000,4A,9903.88.15
84409000,4A,9903.88.15
84411000,3,9903.88.03
84412000,1,9903.88.01
84413000,1,9903.88.01
84414000,1,9903.88.01
84414000,3,9903.88.03
84418000,1,9903.88.01
84419000,1,9903.88.01
84423001,1,9903.88.01
84424000,1,9903.88.01
84425010,3,9903.88.03
84425090,4A,9903.88.15
84431110,1,9903.88.01
84431150,1,9903.88.01
84431200,1,9903.88.01
84431300,1,9903.88.01
84431400,1,9903.88.01
84431500,3,9903.88.03
84431600,3,9903.88.03
84431700,1,9903.88.01
84431920,4A,9903.88.15
84431930,1,9903.88.01
84433100,4A,9903.88.15
84433210,3,9903.88.03
84433210,4A,9903.88.15
84433250,4A,9903.88.15
84433910,4A,9903.88.15
84433920,3,9903.88.03
84433930,3,9903.88.03
84433940,3,9903.88.03
84433950,3,9903.88.03
84433990,4A,9903.88.15
84439110,1,9903.88.01
84439120,4A,9903.88.15
84439130,4A,9903.88.15
84439910,3,9903.88.03
84439920,1,9903.88.01
84439920,3,9903.88.03
84439925,4A,9903.88.15
84439930,3,9903.88.03
84439935,3,9903.88.03
84439940,2,9903.88.02
84439945,1,9903.88.01
84439950,4A,9903.88.15
84440000,1,9903.88.01
84451100,4A,9903.88.15
84451200,4A,9903.88.15
84451300,4A,9903.88.15
84451900,4A,9903.88.15
84452000,4A,9903.88.15
84453000,4A,9903.88.15
84454000,4A,9903.88.15
84459000,4A,9903.88.15
84461000,4A,9903.88.15
84462150,4A,9903.88.15
84462900,4A,9903.88.15
84463010,4A,9903.88.15
84463050,3,9903.88.03
84471110,4A,9903.88.15
84471190,4A,9903.88.15
84471210,4A,9903.88.15
84471290,4A,9903.88.15
84472020,4A,9903.88.15
84472030,4A,9903.88.15
84472040,4A,9903.88.15
84472060,4A,9903.88.15
84479010,4A,9903.88.15
84479050,4A,9903.88.15
84479090,4A,9903.88.15
84481100,4A,9903.88.15
84481900,4A,9903.88.15
84482010,4A,9903.88.15
84482050,4A,9903.88.15
84483100,4A,9903.88.15
84483200,4A,9903.88.15
84483300,4A,9903.88.15
84483910,4A,9903.88.15
84483950,4A,9903.88.15
84483990,4A,9903.88.15
84484200,4A,9903.88.15
84484910,4A,9903.88.15
84484920,4A,9903.88.15
84485110,4A,9903.88.15
84485120,3,9903.88.03
84485130,4A,9903.88.15
84485150,4A,9903.88.15
84485910,4A,9903.88.15
84485950,4A,9903.88.15
84490010,4A,9903.88.15
84490050,4A,9903.88.15
84501100,4A,9903.88.15
84502000,4A,9903.88.15
84509020,4A,9903.88.15
84509040,4A,9903.88.15
84509060,4A,9903.88.15
84511000,3,9903.88.03
84512100,3,9903.88.03
84512900,3,9903.88.03
84513000,3,9903.88.03
84514000,3,9903.88.03
84515000,3,9903.88.03
84518000,3,9903.88.03
84519030,3,9903.88.03
84519060,3,9903.88.03
84519090,3,9903.88.03
84521000,4A,9903.88.15
84522110,4A,9903.88.15
84522190,4A,9903.88.15
84522910,4A,9903.88.15
84522990,3,9903.88.03
84523000,4A,9903.88.15
84529010,4A,9903.88.15
84529020,4A,9903.88.15
84531000,4A,9903.88.15
84532000,4A,9903.88.15
84538000,4A,9903.88.15
84539010,4A,9903.88.15
84539050,4A,9903.88.15
84541000,1,9903.88.01
84542000,3,9903.88.03
84543000,1,9903.88.01
84543000,3,9903.88.03
84549000,1,9903.88.01
84551000,1,9903.88.01
84552100,1,9903.88.01
84552200,1,9903.88.01
84552200,3,9903.88.03
84553000,1,9903.88.01
84559040,2,9903.88.02
84559080,1,9903.88.01
84559080,3,9903.88.03
84561110,1,9903.88.01
84561170,1,9903.88.01
84561190,1,9903.88.01
84561210,1,9903.88.01
84561270,1,9903.88.01
84561290,1,9903.88.01
84562010,1,9903.88.01
84562050,1,9903.88.01
84563010,1,9903.88.01
84563050,1,9903.88.01
84564010,1,9903.88.01
84564090,1,9903.88.01
84565000,1,9903.88.01
84569031,1,9903.88.01
84569071,1,9903.88.01
84571000,1,9903.88.01
84572000,1,9903.88.01
84573000,1,9903.88.01
84581100,1,9903.88.01
84581900,1,9903.88.01
84581900,3,9903.88.03
84589110,1,9903.88.01
84589150,1,9903.88.01
84589910,1,9903.88.01
84589950,1,9903.88.01
84591000,1,9903.88.01
84591000,3,9903.88.03
84592100,1,9903.88.01
84592900,3,9903.88.03
84593100,1,9903.88.01
84593900,1,9903.88.01
84594100,1,9903.88.01
84594900,1,9903.88.01
84595100,1,9903.88.01
84595900,3,9903.88.03
84596100,1,9903.88.01
84596100,3,9903.88.03
84596900,1,9903.88.01
84596900,3,9903.88.03
84597040,1,9903.88.01
84597080,1,9903.88.01
84601200,1,9903.88.01
84601901,1,9903.88.01
84602200,1,9903.88.01
84602300,1,9903.88.01
84602400,1,9903.88.01
84602901,1,9903.88.01
84603100,1,9903.88.01
84603900,3,9903.88.03
84604040,1,9903.88.01
84604080,1,9903.88.01
84609040,1,9903.88.01
84609080,1,9903.88.01
84612040,1,9903.88.01
84612080,1,9903.88.01
84613040,1,9903.88.01
84613080,1,9903.88.01
84614010,1,9903.88.01
84614050,1,9903.88.01
84615040,1,9903.88.01
84615080,3,9903.88.03
84619030,1,9903.88.01
84619060,1,9903.88.01
84621100,1,9903.88.01
84621900,1,9903.88.01
84622200,1,9903.88.01
84622300,1,9903.88.01
84622400,1,9903.88.01
84622500,1,9903.88.01
84622600,1,9903.88.01
84622900,1,9903.88.01
84622900,3,9903.88.03
84623210,1,9903.88.01
84623250,1,9903.88.01
84623300,1,9903.88.01
84623900,1,9903.88.01
84623900,3,9903.88.03
84624200,1,9903.88.01
84624900,1,9903.88.01
84625100,1,9903.88.01
84625900,1,9903.88.01
84626140,1,9903.88.01
84626180,1,9903.88.01
84626240,1,9903.88.01
84626250,1,9903.88.01
84626340,1,9903.88.01
84626380,1,9903.88.01
84626940,1,9903.88.01
84626980,1,9903.88.01
84629040,1,9903.88.01
84629080,1,9903.88.01
84629180,3,9903.88.03
84631000,1,9903.88.01
84632000,1,9903.88.01
84633000,1,9903.88.01
84639000,1,9903.88.01
84641001,2,9903.88.02
84642001,1,9903.88.01
84649001,1,9903.88.01
84651000,1,9903.88.01
84652010,3,9903.88.03
84652050,3,9903.88.03
84652080,3,9903.88.03
84659100,3,9903.88.03
84659200,1,9903.88.01
84659200,3,9903.88.03
84659300,1,9903.88.01
84659400,1,9903.88.01
84659500,2,9903.88.02
84659500,3,9903.88.03
84659600,4A,9903.88.15
84659902,1,9903.88.01
84659902,3,9903.88.03
84661001,1,9903.88.01
84661001,3,9903.88.03
84662010,1,9903.88.01
84662080,1,9903.88.01
84663010,1,9903.88.01
84663060,1,9903.88.01
84663080,2,9903.88.02
84669110,3,9903.88.03
84669150,1,9903.88.01
84669210,1,9903.88.01
84669250,1,9903.88.01
84669250,3,9903.88.03
84669311,1,9903.88.01
84669315,3,9903.88.03
84669330,1,9903.88.01
84669353,1,9903.88.01
84669360,1,9903.88.01
84669375,1,9903.88.01
84669396,1,9903.88.01
84669398,1,9903.88.01
84669398,3,9903.88.03
84669420,1,9903.88.01
84669440,1,9903.88.01
84669465,1,9903.88.01
84669485,1,9903.88.01
84671110,1,9903.88.01
84671110,3,9903.88.03
84671150,1,9903.88.01
84671910,4A,9903.88.15
84671950,3,9903.88.03
84672900,4A,9903.88.15
84678100,4A,9903.88.15
84678910,4A,9903.88.15
84678950,4A,9903.88.15
84679101,4A,9903.88.15
84679200,4A,9903.88.15
84679901,3,9903.88.03
84681000,4A,9903.88.15
84682010,3,9903.88.03
84682050,1,9903.88.01
84688010,3,9903.88.03
84688050,1,9903.88.01
84689010,3,9903.88.03
84689050,3,9903.88.03
84701000,3,9903.88.03
84702100,3,9903.88.03
84702900,3,9903.88.03
84703000,3,9903.88.03
84705000,4A,9903.88.15
84709001,3,9903.88.03
84714101,4A,9903.88.15
84714900,4A,9903.88.15
84715001,3,9903.88.03
84716010,3,9903.88.03
84716070,3,9903.88.03
84716080,4A,9903.88.15
84716090,3,9903.88.03
84717010,3,9903.88.03
84717020,3,9903.88.03
84717030,1,9903.88.01
84717040,1,9903.88.01
84717050,3,9903.88.03
84717060,1,9903.88.01
84717060,3,9903.88.03
84717090,1,9903.88.01
84717090,3,9903.88.03
84718010,3,9903.88.03
84718040,3,9903.88.03
84718090,3,9903.88.03
84719000,3,9903.88.03
84721000,3,9903.88.03
84723000,3,9903.88.03
84729005,3,9903.88.03
84729010,3,9903.88.03
84729050,4A,9903.88.15
84729060,3,9903.88.03
84729090,3,9903.88.03
84732100,3,9903.88.03
84732900,3,9903.88.03
84733011,3,9903.88.03
84733020,1,9903.88.01
84733051,3,9903.88.03
84733091,3,9903.88.03
84734010,1,9903.88.01
84734010,3,9903.88.03
84734021,3,9903.88.03
84734041,3,9903.88.03
84734086,1,9903.88.01
84734086,3,9903.88.03
84735030,1,9903.88.01
84735060,2,9903.88.02
84735090,2,9903.88.02
84741000,1,9903.88.01
84741000,3,9903.88.03
84742000,1,9903.88.01
84743100,1,9903.88.01
84743100,3,9903.88.03
84743200,1,9903.88.01
84743900,1,9903.88.01
84748000,1,9903.88.01
84748000,3,9903.88.03
84749000,1,9903.88.01
84749000,3,9903.88.03
84751000,1,9903.88.01
84752100,1,9903.88.01
84752900,2,9903.88.02
84759010,1,9903.88.01
84759090,1,9903.88.01
84762100,3,9903.88.03
84762900,3,9903.88.03
84768100,3,9903.88.03
84768900,4A,9903.88.15
84769000,3,9903.88.03
84771030,1,9903.88.01
84771040,1,9903.88.01
84771090,1,9903.88.01
84772000,1,9903.88.01
84773000,1,9903.88.01
84774001,1,9903.88.01
84775100,1,9903.88.01
84775901,3,9903.88.03
84778000,3,9903.88.03
84778001,1,9903.88.01
84779025,1,9903.88.01
84779045,1,9903.88.01
84779065,1,9903.88.01
84779085,3,9903.88.03
84779086,1,9903.88.01
84781000,4A,9903.88.15
84789000,4A,9903.88.15
84791000,1,9903.88.01
84791000,3,9903.88.03
84792000,1,9903.88.01
84793000,1,9903.88.01
84793000,3,9903.88.03
84794000,1,9903.88.01
84795000,1,9903.88.01
84796000,3,9903.88.03
84797100,3,9903.88.03
84797900,4A,9903.88.15
84798100,1,9903.88.01
84798100,3,9903.88.03
84798200,1,9903.88.01
84798200,3,9903.88.03
84798300,3,9903.88.03
84798910,3,9903.88.03
84798920,3,9903.88.03
84798955,4A,9903.88.15
84798965,4A,9903.88.15
84798970,3,9903.88.03
84798983,1,9903.88.01
84798992,1,9903.88.01
84798995,3,9903.88.03
84799041,4A,9903.88.15
84799045,4A,9903.88.15
84799055,4A,9903.88.15
84799065,4A,9903.88.15
84799075,4A,9903.88.15
84799085,4A,9903.88.15
84799094,3,9903.88.03
84799095,1,9903.88.01
84801000,3,9903.88.03
84802000,1,9903.88.01
84802000,3,9903.88.03
84803000,1,9903.88.01
84803000,3,9903.88.03
84804100,1,9903.88.01
84804900,1,9903.88.01
84805000,1,9903.88.01
84806000,4A,9903.88.15
84807110,1,9903.88.01
84807140,1,9903.88.01
84807180,1,9903.88.01
84807180,3,9903.88.03
84807910,3,9903.88.03
84807990,3,9903.88.03
84811000,1,9903.88.01
84811000,3,9903.88.03
84812000,1,9903.88.01
84812000,3,9903.88.03
84813010,3,9903.88.03
84813020,1,9903.88.01
84813020,3,9903.88.03
84813090,1,9903.88.01
84813090,3,9903.88.03
84814000,1,9903.88.01
84818010,3,9903.88.03
84818030,3,9903.88.03
84818050,3,9903.88.03
84818090,3,9903.88.03
84819010,4A,9903.88.15
84819030,4A,9903.88.15
84819050,4A,9903.88.15
84819090,1,9903.88.01
84819090,3,9903.88.03
84821010,3,9903.88.03
84821050,1,9903.88.01
84821050,3,9903.88.03
84822000,1,9903.88.01
84822000,3,9903.88.03
84823000,1,9903.88.01
84823000,3,9903.88.03
84824000,1,9903.88.01
84824000,3,9903.88.03
84825000,1,9903.88.01
84825000,3,9903.88.03
84828000,1,9903.88.01
84829100,1,9903.88.01
84829905,1,9903.88.01
84829905,3,9903.88.03
84829915,1,9903.88.01
84829925,1,9903.88.01
84829935,1,9903.88.01
84829945,1,9903.88.01
84829965,1,9903.88.01
84829965,3,9903.88.03
84831010,3,9903.88.03
84831030,3,9903.88.03
84831050,3,9903.88.03
84832040,3,9903.88.03
84832080,3,9903.88.03
84833040,1,9903.88.01
84833080,2,9903.88.02
84833080,3,9903.88.03
84834010,1,9903.88.01
84834030,1,9903.88.01
84834050,3,9903.88.03
84834070,3,9903.88.03
84834080,1,9903.88.01
84834090,1,9903.88.01
84834090,3,9903.88.03
84835040,3,9903.88.03
84835060,1,9903.88.01
84835060,3,9903.88.03
84835090,1,9903.88.01
84835090,3,9903.88.03
84836040,1,9903.88.01
84836040,3,9903.88.03
84836080,3,9903.88.03
84839010,1,9903.88.01
84839010,3,9903.88.03
84839020,1,9903.88.01
84839030,1,9903.88.01
84839050,3,9903.88.03
84839070,1,9903.88.01
84839080,1,9903.88.01
84839080,3,9903.88.03
84841000,1,9903.88.01
84841000,3,9903.88.03
84842000,1,9903.88.01
84849000,1,9903.88.01
84851001,3,9903.88.03
84852000,1,9903.88.01
84853000,3,9903.88.03
84858000,3,9903.88.03
84859010,1,9903.88.01
84859090,1,9903.88.01
84861000,2,9903.88.02
84862000,2,9903.88.02
84863000,2,9903.88.02
84864000,2,9903.88.02
84869000,2,9903.88.02
84871000,1,9903.88.01
84879000,1,9903.88.01
84879000,3,9903.88.03
85011020,2,9903.88.02
85011040,1,9903.88.01
85011040,3,9903.88.03
85011060,2,9903.88.02
85011060,3,9903.88.03
85012020,1,9903.88.01
85012020,3,9903.88.03
85012040,2,9903.88.02
85012050,1,9903.88.01
85012060,1,9903.88.01
85012060,3,9903.88.03
85013120,1,9903.88.01
85013120,3,9903.88.03
85013140,2,9903.88.02
85013150,1,9903.88.01
85013150,3,9903.88.03
85013160,1,9903.88.01
85013160,3,9903.88.03
85013180,3,9903.88.03
85013181,2,9903.88.02
85013220,2,9903.88.02
85013245,1,9903.88.01
85013255,1,9903.88.01
85013261,2,9903.88.02
85013320,2,9903.88.02
85013330,2,9903.88.02
85013340,1,9903.88.01
85013361,1,9903.88.01
85013430,1,9903.88.01
85013461,1,9903.88.01
85014020,3,9903.88.03
85014040,3,9903.88.03
85014050,3,9903.88.03
85014060,3,9903.88.03
85015120,1,9903.88.01
85015120,3,9903.88.03
85015140,1,9903.88.01
85015140,3,9903.88.03
85015150,1,9903.88.01
85015160,1,9903.88.01
85015240,2,9903.88.02
85015240,3,9903.88.03
85015280,1,9903.88.01
85015280,3,9903.88.03
85015340,1,9903.88.01
85015340,3,9903.88.03
85015360,2,9903.88.02
85015380,1,9903.88.01
85015380,3,9903.88.03
85016101,3,9903.88.03
85016200,3,9903.88.03
85016201,1,9903.88.01
85016300,3,9903.88.03
85016301,1,9903.88.01
85016400,3,9903.88.03
85016401,1,9903.88.01
85017100,2,9903.88.02
85017210,2,9903.88.02
85017220,2,9903.88.02
85017230,1,9903.88.01
85017290,1,9903.88.01
85018010,3,9903.88.03
85018020,1,9903.88.01
85018030,1,9903.88.01
85018090,1,9903.88.01
85021100,1,9903.88.01
85021100,3,9903.88.03
85021200,1,9903.88.01
85021300,1,9903.88.01
85022000,3,9903.88.03
85023100,1,9903.88.01
85023100,3,9903.88.03
85023900,1,9903.88.01
85024000,1,9903.88.01
85030020,1,9903.88.01
85030035,1,9903.88.01
85030045,1,9903.88.01
85030065,1,9903.88.01
85030065,3,9903.88.03
85030075,1,9903.88.01
85030090,1,9903.88.01
85030095,2,9903.88.02
85030095,3,9903.88.03
85041000,4A,9903.88.15
85042100,1,9903.88.01
85042200,1,9903.88.01
85042300,1,9903.88.01
85043120,3,9903.88.03
85043140,3,9903.88.03
85043160,3,9903.88.03
85043200,1,9903.88.01
85043200,3,9903.88.03
85043300,1,9903.88.01
85043300,3,9903.88.03
85043400,1,9903.88.01
85044000,3,9903.88.03
85044040,1,9903.88.01
85044040,3,9903.88.03
85044060,3,9903.88.03
85044070,3,9903.88.03
85044085,3,9903.88.03
85044095,3,9903.88.03
85045000,3,9903.88.03
85045040,3,9903.88.03
85045080,3,9903.88.03
85049020,3,9903.88.03
85049041,1,9903.88.01
85049065,1,9903.88.01
85049065,3,9903.88.03
85049075,1,9903.88.01
85049075,3,9903.88.03
85049096,1,9903.88.01
85049096,3,9903.88.03
85051100,biden_jan26,9903.91.06
85051910,1,9903.88.01
85051920,3,9903.88.03
85051930,3,9903.88.03
85052000,1,9903.88.01
85059030,1,9903.88.01
85059040,1,9903.88.01
85059070,1,9903.88.01
85059075,1,9903.88.01
85059075,3,9903.88.03
85061000,3,9903.88.03
85063010,3,9903.88.03
85063050,3,9903.88.03
85064010,1,9903.88.01
85064050,1,9903.88.01
85065000,1,9903.88.01
85065000,3,9903.88.03
85066000,1,9903.88.01
85068000,3,9903.88.03
85069000,1,9903.88.01
85071000,3,9903.88.03
85072040,3,9903.88.03
85072080,3,9903.88.03
85073040,3,9903.88.03
85073080,4A,9903.88.15
85075000,3,9903.88.03
85076000,biden_jan26,9903.91.06
85078041,2,9903.88.02
85078082,2,9903.88.02
85079040,biden_25,9903.91.01
85079080,1,9903.88.01
85081100,3,9903.88.03
85081900,3,9903.88.03
85086000,3,9903.88.03
85087000,3,9903.88.03
85098020,3,9903.88.03
85099025,3,9903.88.03
85099035,3,9903.88.03
85099045,3,9903.88.03
85099055,3,9903.88.03
85101000,4A,9903.88.15
85102010,3,9903.88.03
85102090,3,9903.88.03
85109010,3,9903.88.03
85109020,3,9903.88.03
85109030,3,9903.88.03
85109040,3,9903.88.03
85109055,3,9903.88.03
85111000,3,9903.88.03
85112000,3,9903.88.03
85113000,3,9903.88.03
85114000,3,9903.88.03
85115000,3,9903.88.03
85118020,2,9903.88.02
85118040,2,9903.88.02
85118060,3,9903.88.03
85119020,2,9903.88.02
85119040,2,9903.88.02
85119060,3,9903.88.03
85121020,4A,9903.88.15
85121040,4A,9903.88.15
85122020,3,9903.88.03
85122040,3,9903.88.03
85123000,3,9903.88.03
85124020,3,9903.88.03
85124040,3,9903.88.03
85129020,3,9903.88.03
85129040,3,9903.88.03
85129060,3,9903.88.03
85129070,3,9903.88.03
85129090,3,9903.88.03
85139020,3,9903.88.03
85139040,3,9903.88.03
85141000,3,9903.88.03
85141100,1,9903.88.01
85141900,1,9903.88.01
85142040,3,9903.88.03
85142060,1,9903.88.01
85142080,1,9903.88.01
85143110,1,9903.88.01
85143190,1,9903.88.01
85143210,1,9903.88.01
85143290,1,9903.88.01
85143910,1,9903.88.01
85143990,1,9903.88.01
85144000,1,9903.88.01
85144000,3,9903.88.03
85149040,3,9903.88.03
85149080,1,9903.88.01
85149080,3,9903.88.03
85151100,1,9903.88.01
85151100,3,9903.88.03
85151900,1,9903.88.01
85151900,3,9903.88.03
85152100,1,9903.88.01
85152900,1,9903.88.01
85153100,1,9903.88.01
85153900,1,9903.88.01
85153900,3,9903.88.03
85158000,1,9903.88.01
85159020,1,9903.88.01
85159020,3,9903.88.03
85159040,1,9903.88.01
85159040,3,9903.88.03
85161000,4A,9903.88.15
85162100,3,9903.88.03
85162900,3,9903.88.03
85163300,4A,9903.88.15
85166040,3,9903.88.03
85167100,4A,9903.88.15
85168040,3,9903.88.03
85168080,3,9903.88.03
85169005,3,9903.88.03
85169015,3,9903.88.03
85169025,3,9903.88.03
85169035,3,9903.88.03
85169045,3,9903.88.03
85169050,3,9903.88.03
85169055,3,9903.88.03
85169065,3,9903.88.03
85169075,3,9903.88.03
85169080,3,9903.88.03
85169085,3,9903.88.03
85169090,3,9903.88.03
85171100,4A,9903.88.15
85176100,4A,9903.88.15
85176200,3,9903.88.03
85176200,3_addl,9903.88.04
85176200,4A,9903.88.15
85176900,3,9903.88.03
85177100,4A,9903.88.15
85177900,4A,9903.88.15
85181040,3,9903.88.03
85181080,4A,9903.88.15
85182100,4A,9903.88.15
85182200,4A,9903.88.15
85182980,4A,9903.88.15
85183010,4A,9903.88.15
85184010,3,9903.88.03
85184020,3,9903.88.03
85185000,3,9903.88.03
85189020,3,9903.88.03
85189041,3,9903.88.03
85189060,3,9903.88.03
85189081,3,9903.88.03
85192000,4A,9903.88.15
85193010,4A,9903.88.15
85198110,4A,9903.88.15
85198130,3,9903.88.03
85198910,4A,9903.88.15
85198930,4A,9903.88.15
85211030,4A,9903.88.15
85211060,4A,9903.88.15
85211090,4A,9903.88.15
85219000,4A,9903.88.15
85221000,3,9903.88.03
85229025,3,9903.88.03
85229036,3,9903.88.03
85229045,3,9903.88.03
85229058,3,9903.88.03
85229065,3,9903.88.03
85229080,3,9903.88.03
85232100,3,9903.88.03
85232910,4A,9903.88.15
85232920,4A,9903.88.15
85232930,4A,9903.88.15
85232940,4A,9903.88.15
85232950,4A,9903.88.15
85232960,4A,9903.88.15
85232970,4A,9903.88.15
85232980,4A,9903.88.15
85232990,4A,9903.88.15
85234100,4A,9903.88.15
85234920,4A,9903.88.15
85234930,4A,9903.88.15
85234940,3,9903.88.03
85234950,4A,9903.88.15
85235100,4A,9903.88.15
85235200,3,9903.88.03
85235900,3,9903.88.03
85238010,4A,9903.88.15
85238020,4A,9903.88.15
85241110,1,9903.88.01
85241190,4A,9903.88.15
85241200,3,9903.88.03
85241900,3,9903.88.03
85249110,1,9903.88.01
85249190,4A,9903.88.15
85249200,3,9903.88.03
85249900,3,9903.88.03
85255030,3,9903.88.03
85255070,1,9903.88.01
85256010,1,9903.88.01
85256010,3,9903.88.03
85256020,1,9903.88.01
85258100,3,9903.88.03
85258200,3,9903.88.03
85258300,3,9903.88.03
85258910,1,9903.88.01
85258920,1,9903.88.01
85258930,3,9903.88.03
85258940,4A,9903.88.15
85258950,3,9903.88.03
85261000,1,9903.88.01
85269100,1,9903.88.01
85269100,3,9903.88.03
85269250,1,9903.88.01
85269250,3,9903.88.03
85272115,3,9903.88.03
85272125,3,9903.88.03
85272140,3,9903.88.03
85272940,3,9903.88.03
85272980,3,9903.88.03
85279150,4A,9903.88.15
85279160,4A,9903.88.15
85279915,1,9903.88.01
85279940,1,9903.88.01
85284200,3,9903.88.03
85284905,4A,9903.88.15
85284910,4A,9903.88.15
85284915,3,9903.88.03
85284920,3,9903.88.03
85284925,4A,9903.88.15
85284930,4A,9903.88.15
85284935,3,9903.88.03
85284940,4A,9903.88.15
85284945,3,9903.88.03
85284950,4A,9903.88.15
85284960,3,9903.88.03
85284965,4A,9903.88.15
85284970,4A,9903.88.15
85284975,4A,9903.88.15
85284980,3,9903.88.03
85285905,3,9903.88.03
85285910,3,9903.88.03
85285915,4A,9903.88.15
85285923,4A,9903.88.15
85285925,4A,9903.88.15
85285933,4A,9903.88.15
85285935,4A,9903.88.15
85285950,4A,9903.88.15
85285960,4A,9903.88.15
85286200,4A,9903.88.15
85286905,3,9903.88.03
85286910,3,9903.88.03
85286915,4A,9903.88.15
85286920,3,9903.88.03
85286925,4A,9903.88.15
85286930,3,9903.88.03
85286945,4A,9903.88.15
85286950,4A,9903.88.15
85286955,4A,9903.88.15
85286960,4A,9903.88.15
85286970,4A,9903.88.15
85287110,4A,9903.88.15
85287120,4A,9903.88.15
85287130,4A,9903.88.15
85287140,4A,9903.88.15
85287145,4A,9903.88.15
85287204,3,9903.88.03
85287208,4A,9903.88.15
85287212,3,9903.88.03
85287220,3,9903.88.03
85287224,3,9903.88.03
85287228,3,9903.88.03
85287232,4A,9903.88.15
85287236,3,9903.88.03
85287240,3,9903.88.03
85287244,3,9903.88.03
85287248,4A,9903.88.15
85287252,4A,9903.88.15
85287256,4A,9903.88.15
85287262,4A,9903.88.15
85287264,4A,9903.88.15
85287268,4A,9903.88.15
85287272,4A,9903.88.15
85287276,4A,9903.88.15
85287280,4A,9903.88.15
85287284,4A,9903.88.15
85287297,4A,9903.88.15
85287300,3,9903.88.03
85291021,3,9903.88.03
85291040,1,9903.88.01
85291040,3,9903.88.03
85291091,2,9903.88.02
85299004,3,9903.88.03
85299005,1,9903.88.01
85299006,1,9903.88.01
85299009,1,9903.88.01
85299013,4A,9903.88.15
85299016,1,9903.88.01
85299019,1,9903.88.01
85299021,1,9903.88.01
85299024,1,9903.88.01
85299029,1,9903.88.01
85299033,1,9903.88.01
85299036,3,9903.88.03
85299039,3,9903.88.03
85299043,3,9903.88.03
85299046,1,9903.88.01
85299049,3,9903.88.03
85299055,3,9903.88.03
85299063,1,9903.88.01
85299068,1,9903.88.01
85299073,1,9903.88.01
85299077,3,9903.88.03
85299078,1,9903.88.01
85299081,1,9903.88.01
