hts8,list,ch99_code
28323050,3,9903.88.03
28331110,3,9903.88.03
28331150,3,9903.88.03
28331900,3,9903.88.03
28332100,3,9903.88.03
28332200,3,9903.88.03
28332400,3,9903.88.03
28332500,3,9903.88.03
28332700,3,9903.88.03
28332910,3,9903.88.03
28332920,3,9903.88.03
28332930,3,9903.88.03
28332940,3,9903.88.03
28332945,3,9903.88.03
28332951,3,9903.88.03
28333000,3,9903.88.03
28334020,3,9903.88.03
28334060,3,9903.88.03
28341010,3,9903.88.03
28341050,3,9903.88.03
28342100,3,9903.88.03
28342905,3,9903.88.03
28342910,3,9903.88.03
28342920,3,9903.88.03
28342951,3,9903.88.03
28351000,3,9903.88.03
28352200,3,9903.88.03
28352400,3,9903.88.03
28352500,3,9903.88.03
28352600,3,9903.88.03
28352910,3,9903.88.03
28352920,3,9903.88.03
28352930,3,9903.88.03
28352951,3,9903.88.03
28353100,3,9903.88.03
28353910,3,9903.88.03
28353950,3,9903.88.03
28362000,3,9903.88.03
28363000,3,9903.88.03
28364010,3,9903.88.03
28364020,3,9903.88.03
28365000,3,9903.88.03
28366000,3,9903.88.03
28369100,3,9903.88.03
28369200,3,9903.88.03
28369910,3,9903.88.03
28369920,3,9903.88.03
28369930,3,9903.88.03
28369940,3,9903.88.03
28369950,3,9903.88.03
28371100,3,9903.88.03
28371901,4A,9903.88.15
28372010,3,9903.88.03
28372051,3,9903.88.03
28391100,3,9903.88.03
28391900,3,9903.88.03
28399010,3,9903.88.03
28399050,3,9903.88.03
28401100,3,9903.88.03
28401900,3,9903.88.03
28402000,3,9903.88.03
28403000,3,9903.88.03
28413000,3,9903.88.03
28415010,3,9903.88.03
28415091,3,9903.88.03
28416100,3,9903.88.03
28416900,3,9903.88.03
28418000,biden_25,9903.91.01
28419010,3,9903.88.03
28419020,3,9903.88.03
28419030,3,9903.88.03
28419040,3,9903.88.03
28419045,3,9903.88.03
28419050,3,9903.88.03
28421000,3,9903.88.03
28429010,3,9903.88.03
28429090,3,9903.88.03
28431000,3,9903.88.03
28432100,3,9903.88.03
28432901,3,9903.88.03
28433000,3,9903.88.03
28439000,3,9903.88.03
28441010,3,9903.88.03
28441020,3,9903.88.03
28441050,3,9903.88.03
28442000,4A,9903.88.15
28444100,biden_25,9903.91.01
28444200,biden_25,9903.91.01
28444300,biden_25,9903.91.01
28444400,biden_25,9903.91.01
28445000,4A,9903.88.15
28451000,3,9903.88.03
28452000,1,9903.88.01
28453000,1,9903.88.01
28454000,1,9903.88.01
28459001,1,9903.88.01
28470000,3,9903.88.03
28491000,3,9903.88.03
28499010,3,9903.88.03
28499020,3,9903.88.03
28499030,biden_25,9903.91.01
28499050,3,9903.88.03
28500005,3,9903.88.03
28500007,3,9903.88.03
28500010,3,9903.88.03
28500020,3,9903.88.03
28500050,3,9903.88.03
28521010,3,9903.88.03
28521090,3,9903.88.03
28529005,3,9903.88.03
28529090,3,9903.88.03
28531000,3,9903.88.03
28539010,3,9903.88.03
28539050,3,9903.88.03
28539090,3,9903.88.03
29011010,3,9903.88.03
29011030,3,9903.88.03
29011040,3,9903.88.03
29011050,3,9903.88.03
29012100,3,9903.88.03
29012200,3,9903.88.03
29012300,3,9903.88.03
29012410,3,9903.88.03
29012420,3,9903.88.03
29012450,3,9903.88.03
29012910,3,9903.88.03
29012950,3,9903.88.03
29021100,3,9903.88.03
29021900,3,9903.88.03
29022000,3,9903.88.03
29023000,3,9903.88.03
29024100,3,9903.88.03
29024200,3,9903.88.03
29024300,3,9903.88.03
29024400,3,9903.88.03
29025000,3,9903.88.03
29026000,3,9903.88.03
29027000,3,9903.88.03
29029010,3,9903.88.03
29029020,3,9903.88.03
29029030,3,9903.88.03
29029040,3,9903.88.03
29029060,3,9903.88.03
29029090,3,9903.88.03
29031100,3,9903.88.03
29031200,3,9903.88.03
29031300,3,9903.88.03
29031400,3,9903.88.03
29031500,3,9903.88.03
29031905,3,9903.88.03
29031910,3,9903.88.03
29031930,3,9903.88.03
29031960,3,9903.88.03
29032200,3,9903.88.03
29032300,3,9903.88.03
29032900,3,9903.88.03
29036100,3,9903.88.03
29036210,3,9903.88.03
29036910,3,9903.88.03
29037101,3,9903.88.03
29037201,3,9903.88.03
29037301,3,9903.88.03
29037401,3,9903.88.03
29037501,3,9903.88.03
29037601,3,9903.88.03
29037800,3,9903.88.03
29037910,4A,9903.88.15
29037990,3,9903.88.03
29038100,3,9903.88.03
29038200,3,9903.88.03
29038300,3,9903.88.03
29038905,4A,9903.88.15
29038915,3,9903.88.03
29038920,3,9903.88.03
29038940,3,9903.88.03
29038960,3,9903.88.03
29038970,3,9903.88.03
29039110,3,9903.88.03
29039120,3,9903.88.03
29039130,3,9903.88.03
29039200,3,9903.88.03
29039300,4A,9903.88.15
29039400,3,9903.88.03
29039910,3,9903.88.03
29039915,4A,9903.88.15
29039920,3,9903.88.03
29039923,3,9903.88.03
29039927,3,9903.88.03
29039930,3,9903.88.03
29041004,3,9903.88.03
29041008,3,9903.88.03
29041010,3,9903.88.03
29041015,3,9903.88.03
29041032,3,9903.88.03
29041037,3,9903.88.03
29041050,3,9903.88.03
29042010,3,9903.88.03
29042015,3,9903.88.03
29042020,3,9903.88.03
29042030,3,9903.88.03
29042035,3,9903.88.03
29042040,3,9903.88.03
29042045,3,9903.88.03
29042050,3,9903.88.03
29043100,3,9903.88.03
29043200,3,9903.88.03
29043300,3,9903.88.03
29043400,3,9903.88.03
29043500,3,9903.88.03
29043600,3,9903.88.03
29049100,3,9903.88.03
29049904,3,9903.88.03
29049908,3,9903.88.03
29049915,3,9903.88.03
29049920,3,9903.88.03
29049930,3,9903.88.03
29049935,3,9903.88.03
29049940,3,9903.88.03
29049947,3,9903.88.03
29049950,3,9903.88.03
29051110,3,9903.88.03
29051120,3,9903.88.03
29051200,3,9903.88.03
29051300,3,9903.88.03
29051410,3,9903.88.03
29051450,3,9903.88.03
29051600,3,9903.88.03
29051700,3,9903.88.03
29051910,3,9903.88.03
29051990,3,9903.88.03
29052210,3,9903.88.03
29052220,3,9903.88.03
29052250,3,9903.88.03
29052910,3,9903.88.03
29052990,3,9903.88.03
29053100,3,9903.88.03
29053200,3,9903.88.03
29053910,3,9903.88.03
29053920,3,9903.88.03
29053960,3,9903.88.03
29053990,3,9903.88.03
29054100,3,9903.88.03
29054200,3,9903.88.03
29054300,4A,9903.88.15
29054400,4A,9903.88.15
29054500,4A,9903.88.15
29054910,3,9903.88.03
29054920,3,9903.88.03
29054930,3,9903.88.03
29054940,3,9903.88.03
29054950,3,9903.88.03
29055910,3,9903.88.03
29055930,3,9903.88.03
29055990,3,9903.88.03
29061100,3,9903.88.03
29061200,3,9903.88.03
29061310,3,9903.88.03
29061350,3,9903.88.03
29061910,3,9903.88.03
29061930,3,9903.88.03
29061950,3,9903.88.03
29062100,3,9903.88.03
29062910,3,9903.88.03
29062920,3,9903.88.03
29062930,3,9903.88.03
29062960,3,9903.88.03
29071100,3,9903.88.03
29071200,3,9903.88.03
29071300,3,9903.88.03
29071510,3,9903.88.03
29071530,3,9903.88.03
29071560,3,9903.88.03
29071910,3,9903.88.03
29071920,3,9903.88.03
29071940,3,9903.88.03
29071961,3,9903.88.03
29071980,3,9903.88.03
29072100,3,9903.88.03
29072210,3,9903.88.03
29072250,3,9903.88.03
29072300,3,9903.88.03
29072905,3,9903.88.03
29072915,3,9903.88.03
29072925,3,9903.88.03
29072990,3,9903.88.03
29081100,3,9903.88.03
29081905,3,9903.88.03
29081910,3,9903.88.03
29081920,3,9903.88.03
29081925,3,9903.88.03
29081935,3,9903.88.03
29081960,3,9903.88.03
29089100,3,9903.88.03
29089200,3,9903.88.03
29089903,3,9903.88.03
29089906,4A,9903.88.15
29089909,3,9903.88.03
29089912,3,9903.88.03
29089915,3,9903.88.03
29089920,3,9903.88.03
29089933,3,9903.88.03
29089940,3,9903.88.03
29089980,3,9903.88.03
29089990,3,9903.88.03
29091100,3,9903.88.03
29091914,3,9903.88.03
29091918,3,9903.88.03
29091930,3,9903.88.03
29091960,3,9903.88.03
29092000,3,9903.88.03
29093005,3,9903.88.03
29093020,3,9903.88.03
29093040,3,9903.88.03
29093060,3,9903.88.03
29094100,3,9903.88.03
29094300,3,9903.88.03
29094401,3,9903.88.03
29094905,3,9903.88.03
29094910,3,9903.88.03
29094915,3,9903.88.03
29094920,3,9903.88.03
29094930,3,9903.88.03
29094960,3,9903.88.03
29095010,3,9903.88.03
29095020,3,9903.88.03
29095040,3,9903.88.03
29095045,3,9903.88.03
29095050,3,9903.88.03
29096010,3,9903.88.03
29096020,3,9903.88.03
29096050,3,9903.88.03
29101000,3,9903.88.03
29102000,3,9903.88.03
29103000,3,9903.88.03
29104000,3,9903.88.03
29105000,3,9903.88.03
29109010,3,9903.88.03
29109020,3,9903.88.03
29109091,3,9903.88.03
29110010,3,9903.88.03
29110050,3,9903.88.03
29121100,3,9903.88.03
29121200,3,9903.88.03
29121910,3,9903.88.03
29121920,3,9903.88.03
29121925,3,9903.88.03
29121930,3,9903.88.03
29121950,3,9903.88.03
29122100,3,9903.88.03
29122910,3,9903.88.03
29122930,3,9903.88.03
29122960,3,9903.88.03
29124100,4A,9903.88.15
29124200,3,9903.88.03
29124910,3,9903.88.03
29124915,3,9903.88.03
29124926,3,9903.88.03
29124955,3,9903.88.03
29124960,3,9903.88.03
29124990,3,9903.88.03
29125010,3,9903.88.03
29125050,3,9903.88.03
29126000,3,9903.88.03
29130020,3,9903.88.03
29130040,3,9903.88.03
29130050,3,9903.88.03
29141110,3,9903.88.03
29141150,3,9903.88.03
29141200,3,9903.88.03
29141300,3,9903.88.03
29141900,3,9903.88.03
29142210,3,9903.88.03
29142220,3,9903.88.03
29142300,3,9903.88.03
29142910,3,9903.88.03
29142930,3,9903.88.03
29142931,3,9903.88.03
29142950,3,9903.88.03
29143100,3,9903.88.03
29143910,3,9903.88.03
29143990,3,9903.88.03
29144010,3,9903.88.03
29144020,3,9903.88.03
29144040,3,9903.88.03
29144060,3,9903.88.03
29144090,3,9903.88.03
29145010,3,9903.88.03
29145030,3,9903.88.03
29145050,3,9903.88.03
29146100,3,9903.88.03
29146910,3,9903.88.03
29147100,3,9903.88.03
29147910,3,9903.88.03
29147930,3,9903.88.03
29147940,4A,9903.88.15
29147960,3,9903.88.03
29147990,3,9903.88.03
29151100,3,9903.88.03
29151200,3,9903.88.03
29151310,3,9903.88.03
29151350,3,9903.88.03
29152100,3,9903.88.03
29152400,3,9903.88.03
29152910,3,9903.88.03
29152920,3,9903.88.03
29152930,3,9903.88.03
29152950,3,9903.88.03
29153100,3,9903.88.03
29153200,3,9903.88.03
29153300,3,9903.88.03
29153600,3,9903.88.03
29153910,3,9903.88.03
29153920,3,9903.88.03
29153931,3,9903.88.03
29153940,3,9903.88.03
29153945,3,9903.88.03
29153947,3,9903.88.03
29153960,3,9903.88.03
29153970,3,9903.88.03
29153980,3,9903.88.03
29153990,3,9903.88.03
29154010,3,9903.88.03
29154020,4A,9903.88.15
29154030,3,9903.88.03
29154050,3,9903.88.03
29155010,3,9903.88.03
29155020,3,9903.88.03
29155050,3,9903.88.03
29156010,3,9903.88.03
29156050,3,9903.88.03
29157001,3,9903.88.03
29159010,3,9903.88.03
29159014,3,9903.88.03
29159018,3,9903.88.03
29159020,3,9903.88.03
29159050,3,9903.88.03
29161100,3,9903.88.03
29161210,3,9903.88.03
29161250,3,9903.88.03
29161300,3,9903.88.03
29161410,3,9903.88.03
29161420,3,9903.88.03
29161510,3,9903.88.03
29161551,3,9903.88.03
29161600,3,9903.88.03
29161910,3,9903.88.03
29161920,3,9903.88.03
29161930,3,9903.88.03
29161950,3,9903.88.03
29162010,3,9903.88.03
29162050,3,9903.88.03
29163111,3,9903.88.03
29163120,3,9903.88.03
29163130,3,9903.88.03
29163150,3,9903.88.03
29163210,3,9903.88.03
29163220,3,9903.88.03
29163410,3,9903.88.03
29163425,4A,9903.88.15
29163455,3,9903.88.03
29163903,3,9903.88.03
29163904,3,9903.88.03
29163906,3,9903.88.03
29163908,4A,9903.88.15
29163912,4A,9903.88.15
29163916,3,9903.88.03
29163917,3,9903.88.03
29163921,3,9903.88.03
29163946,3,9903.88.03
29163977,3,9903.88.03
29163979,4A,9903.88.15
29171100,3,9903.88.03
29171210,3,9903.88.03
29171220,3,9903.88.03
29171250,3,9903.88.03
29171300,3,9903.88.03
29171410,3,9903.88.03
29171450,3,9903.88.03
29171910,3,9903.88.03
29171915,3,9903.88.03
29171917,3,9903.88.03
29171920,3,9903.88.03
29171923,3,9903.88.03
29171927,3,9903.88.03
29171935,3,9903.88.03
29171940,3,9903.88.03
29172000,3,9903.88.03
29173200,3,9903.88.03
29173300,3,9903.88.03
29173401,3,9903.88.03
29173500,3,9903.88.03
29173600,3,9903.88.03
29173700,3,9903.88.03
29173904,3,9903.88.03
29173912,3,9903.88.03
29173915,3,9903.88.03
29173920,3,9903.88.03
29173930,3,9903.88.03
29173970,3,9903.88.03
29181110,3,9903.88.03
29181151,3,9903.88.03
29181200,3,9903.88.03
29181310,3,9903.88.03
29181320,3,9903.88.03
29181330,3,9903.88.03
29181350,3,9903.88.03
29181400,3,9903.88.03
29181510,3,9903.88.03
29181550,3,9903.88.03
29181610,3,9903.88.03
29181650,3,9903.88.03
29181700,3,9903.88.03
29181800,3,9903.88.03
29181911,3,9903.88.03
29181912,3,9903.88.03
29181915,3,9903.88.03
29181920,4A,9903.88.15
29181931,4A,9903.88.15
29181960,3,9903.88.03
29181990,3,9903.88.03
29182110,3,9903.88.03
29182150,3,9903.88.03
29182310,3,9903.88.03
29182320,3,9903.88.03
29182330,3,9903.88.03
29182350,3,9903.88.03
29182904,3,9903.88.03
29182906,3,9903.88.03
29182908,3,9903.88.03
29182920,3,9903.88.03
29182922,3,9903.88.03
29182930,3,9903.88.03
29182939,3,9903.88.03
29182965,3,9903.88.03
29182975,3,9903.88.03
29183010,3,9903.88.03
29183015,3,9903.88.03
29183025,3,9903.88.03
29183030,3,9903.88.03
29183070,3,9903.88.03
29183090,3,9903.88.03
29189100,3,9903.88.03
29189905,3,9903.88.03
29189918,3,9903.88.03
29189920,4A,9903.88.15
29189943,3,9903.88.03
29191000,3,9903.88.03
29199015,3,9903.88.03
29199025,3,9903.88.03
29199030,3,9903.88.03
29199050,3,9903.88.03
29201100,3,9903.88.03
29201910,3,9903.88.03
29201940,3,9903.88.03
29201950,3,9903.88.03
29202100,3,9903.88.03
29202300,3,9903.88.03
29202400,3,9903.88.03
29202900,3,9903.88.03
29203000,3,9903.88.03
29209010,3,9903.88.03
29209020,3,9903.88.03
29209051,4A,9903.88.15
29211100,3,9903.88.03
29211201,4A,9903.88.15
29211300,3,9903.88.03
29211400,3,9903.88.03
29211911,3,9903.88.03
29211931,3,9903.88.03
29211961,3,9903.88.03
29212100,3,9903.88.03
29212205,3,9903.88.03
29212210,3,9903.88.03
29212250,3,9903.88.03
29212900,3,9903.88.03
29213005,3,9903.88.03
29213010,3,9903.88.03
29213030,3,9903.88.03
29213050,3,9903.88.03
29214110,3,9903.88.03
29214120,3,9903.88.03
29214210,4A,9903.88.15
29214215,3,9903.88.03
29214216,3,9903.88.03
29214218,4A,9903.88.15
29214221,3,9903.88.03
29214222,3,9903.88.03
29214223,3,9903.88.03
29214236,3,9903.88.03
29214265,4A,9903.88.15
29214290,3,9903.88.03
29214304,3,9903.88.03
29214308,3,9903.88.03
29214315,3,9903.88.03
29214319,3,9903.88.03
29214322,3,9903.88.03
29214324,3,9903.88.03
29214340,3,9903.88.03
29214390,3,9903.88.03
29214405,3,9903.88.03
29214410,3,9903.88.03
29214420,3,9903.88.03
29214470,3,9903.88.03
29214510,3,9903.88.03
29214520,3,9903.88.03
29214525,3,9903.88.03
29214560,4A,9903.88.15
29214590,3,9903.88.03
29214910,3,9903.88.03
29214915,4A,9903.88.15
29214945,3,9903.88.03
29214950,3,9903.88.03
29215110,3,9903.88.03
29215120,4A,9903.88.15
29215130,3,9903.88.03
29215150,3,9903.88.03
29215904,3,9903.88.03
29215908,3,9903.88.03
29215917,3,9903.88.03
29215920,3,9903.88.03
29215930,3,9903.88.03
29215940,3,9903.88.03
29215980,3,9903.88.03
29221100,3,9903.88.03
29221200,3,9903.88.03
29221500,3,9903.88.03
29221600,3,9903.88.03
29221700,3,9903.88.03
29221800,3,9903.88.03
29222110,3,9903.88.03
29222125,3,9903.88.03
29222140,4A,9903.88.15
29222150,3,9903.88.03
29222903,3,9903.88.03
29222908,3,9903.88.03
29222910,3,9903.88.03
29222913,3,9903.88.03
29222920,3,9903.88.03
29222926,3,9903.88.03
29222927,3,9903.88.03
29222929,3,9903.88.03
29222961,3,9903.88.03
29222981,3,9903.88.03
29223905,3,9903.88.03
29223914,3,9903.88.03
29223917,3,9903.88.03
29223925,3,9903.88.03
29223945,3,9903.88.03
29223950,3,9903.88.03
29224210,3,9903.88.03
29224250,3,9903.88.03
29224310,3,9903.88.03
29224350,3,9903.88.03
29224905,3,9903.88.03
29224910,3,9903.88.03
29224926,3,9903.88.03
29224930,3,9903.88.03
29224937,3,9903.88.03
29224943,3,9903.88.03
29224949,3,9903.88.03
29224960,3,9903.88.03
29224980,3,9903.88.03
29231000,3,9903.88.03
29232010,3,9903.88.03
29232020,3,9903.88.03
29233000,3,9903.88.03
29234000,3,9903.88.03
29239001,3,9903.88.03
29241200,3,9903.88.03
29241911,3,9903.88.03
29241980,3,9903.88.03
29242104,3,9903.88.03
29242108,3,9903.88.03
29242112,3,9903.88.03
29242116,3,9903.88.03
29242120,3,9903.88.03
29242145,3,9903.88.03
29242150,3,9903.88.03
29242310,3,9903.88.03
29242370,3,9903.88.03
29242375,3,9903.88.03
29242500,3,9903.88.03
29242901,3,9903.88.03
29242910,3,9903.88.03
29242920,3,9903.88.03
29242928,3,9903.88.03
29242931,3,9903.88.03
29242933,3,9903.88.03
29242943,3,9903.88.03
29242947,3,9903.88.03
29242965,3,9903.88.03
29242971,3,9903.88.03
29242977,3,9903.88.03
29242980,3,9903.88.03
29242995,3,9903.88.03
29251100,3,9903.88.03
29251930,3,9903.88.03
29251942,3,9903.88.03
29251970,3,9903.88.03
29251991,3,9903.88.03
29252100,3,9903.88.03
29252910,3,9903.88.03
29252918,3,9903.88.03
29252920,3,9903.88.03
29252960,3,9903.88.03
29252970,4A,9903.88.15
29252990,3,9903.88.03
29261000,3,9903.88.03
29262000,3,9903.88.03
29263010,3,9903.88.03
29263020,3,9903.88.03
29269001,3,9903.88.03
29269005,3,9903.88.03
29269008,4A,9903.88.15
29269011,3,9903.88.03
29269012,4A,9903.88.15
29269014,3,9903.88.03
29269016,3,9903.88.03
29269017,3,9903.88.03
29269023,4A,9903.88.15
29269025,3,9903.88.03
29269030,3,9903.88.03
29269043,3,9903.88.03
29269048,3,9903.88.03
29269050,3,9903.88.03
29270003,3,9903.88.03
29270006,3,9903.88.03
29270015,3,9903.88.03
29270018,3,9903.88.03
29270025,3,9903.88.03
29270030,3,9903.88.03
29270040,3,9903.88.03
29270050,3,9903.88.03
29280015,3,9903.88.03
29280025,3,9903.88.03
29280050,3,9903.88.03
29291010,3,9903.88.03
29291015,3,9903.88.03
29291020,3,9903.88.03
29291027,3,9903.88.03
29291035,3,9903.88.03
29291055,3,9903.88.03
29299005,3,9903.88.03
29299015,3,9903.88.03
29299020,3,9903.88.03
29299050,3,9903.88.03
29302010,3,9903.88.03
29302090,3,9903.88.03
29303060,3,9903.88.03
29304000,3,9903.88.03
29306000,3,9903.88.03
29307000,4A,9903.88.15
29309010,3,9903.88.03
29309026,3,9903.88.03
29309029,3,9903.88.03
29309030,3,9903.88.03
29309042,3,9903.88.03
29309043,3,9903.88.03
29309046,3,9903.88.03
29309049,3,9903.88.03
29309071,4A,9903.88.15
29311000,3,9903.88.03
29312000,3,9903.88.03
29314100,3,9903.88.03
29314200,3,9903.88.03
29314300,4A,9903.88.15
29314500,3,9903.88.03
29314600,3,9903.88.03
29314700,3,9903.88.03
29319022,3,9903.88.03
29319030,3,9903.88.03
29319060,3,9903.88.03
29319070,3,9903.88.03
29319090,3,9903.88.03
29319090,3_addl,9903.88.04
29321100,3,9903.88.03
29321200,3,9903.88.03
29321300,3,9903.88.03
29321910,3,9903.88.03
29321951,3,9903.88.03
29329200,3,9903.88.03
29329300,3,9903.88.03
29329400,3,9903.88.03
29329500,3,9903.88.03
29329600,3,9903.88.03
29329908,3,9903.88.03
29329921,3,9903.88.03
29329932,3,9903.88.03
29329935,3,9903.88.03
29329939,3,9903.88.03
29329970,3,9903.88.03
29331904,4A,9903.88.15
29331908,3,9903.88.03
29331915,3,9903.88.03
29331918,3,9903.88.03
29331923,3,9903.88.03
29331930,3,9903.88.03
29331935,3,9903.88.03
29331937,3,9903.88.03
29331943,3,9903.88.03
29331945,3,9903.88.03
29331970,3,9903.88.03
29331990,3,9903.88.03
29332100,3,9903.88.03
29332905,3,9903.88.03
29332910,3,9903.88.03
29332920,3,9903.88.03
29332935,3,9903.88.03
29332943,3,9903.88.03
29332945,3,9903.88.03
29332960,3,9903.88.03
29332990,3,9903.88.03
29333100,3,9903.88.03
29333210,3,9903.88.03
29333250,3,9903.88.03
29336100,3,9903.88.03
29336920,3,9903.88.03
29336950,3,9903.88.03
29336960,4A,9903.88.15
29337100,3,9903.88.03
29337904,3,9903.88.03
29337908,3,9903.88.03
29337915,3,9903.88.03
29337920,3,9903.88.03
29337930,3,9903.88.03
29337940,3,9903.88.03
29337985,3,9903.88.03
29339200,3,9903.88.03
29341010,3,9903.88.03
29341020,3,9903.88.03
29341090,3,9903.88.03
29342010,3,9903.88.03
29342015,3,9903.88.03
29342020,3,9903.88.03
29342025,3,9903.88.03
29342030,3,9903.88.03
29342035,3,9903.88.03
29342040,3,9903.88.03
29398000,3,9903.88.03
29400060,3,9903.88.03
29420003,3,9903.88.03
29420005,3,9903.88.03
29420010,3,9903.88.03
29420035,3,9903.88.03
29420050,3,9903.88.03
30069320,4A,9903.88.15
30069350,4A,9903.88.15
30069360,3,9903.88.03
30069380,3,9903.88.03
31010000,3,9903.88.03
31021000,3,9903.88.03
31022100,3,9903.88.03
31022900,3,9903.88.03
31023000,3,9903.88.03
31024000,3,9903.88.03
31025000,3,9903.88.03
31026000,3,9903.88.03
31028000,3,9903.88.03
31029001,3,9903.88.03
31031100,3,9903.88.03
31031900,3,9903.88.03
31039001,3,9903.88.03
31042000,3,9903.88.03
31043000,3,9903.88.03
31049001,3,9903.88.03
31051000,3,9903.88.03
31052000,3,9903.88.03
31053000,3,9903.88.03
31054000,3,9903.88.03
31055100,3,9903.88.03
31055900,3,9903.88.03
31056000,3,9903.88.03
31059000,3,9903.88.03
32011000,3,9903.88.03
32012000,3,9903.88.03
32019010,3,9903.88.03
32019025,3,9903.88.03
32019050,3,9903.88.03
32021010,3,9903.88.03
32021050,3,9903.88.03
32029010,3,9903.88.03
32029050,3,9903.88.03
32030010,3,9903.88.03
32030030,3,9903.88.03
32030080,3,9903.88.03
32041110,3,9903.88.03
32041118,3,9903.88.03
32041135,3,9903.88.03
32041150,3,9903.88.03
32041205,3,9903.88.03
32041213,3,9903.88.03
32041217,3,9903.88.03
32041220,3,9903.88.03
32041230,3,9903.88.03
32041245,3,9903.88.03
32041250,3,9903.88.03
32041310,3,9903.88.03
32041320,3,9903.88.03
32041325,3,9903.88.03
32041345,3,9903.88.03
32041360,3,9903.88.03
32041380,3,9903.88.03
32041410,3,9903.88.03
32041420,3,9903.88.03
32041425,3,9903.88.03
32041430,3,9903.88.03
32041450,3,9903.88.03
32041510,4A,9903.88.15
32041520,3,9903.88.03
32041525,3,9903.88.03
32041530,3,9903.88.03
32041535,3,9903.88.03
32041540,3,9903.88.03
32041580,4A,9903.88.15
32041610,3,9903.88.03
32041620,3,9903.88.03
32041630,3,9903.88.03
32041650,3,9903.88.03
32041704,3,9903.88.03
32041708,3,9903.88.03
32041720,3,9903.88.03
32041740,3,9903.88.03
32041760,3,9903.88.03
32041790,3,9903.88.03
32041800,3,9903.88.03
32041906,3,9903.88.03
32041911,3,9903.88.03
32041920,3,9903.88.03
32041925,3,9903.88.03
32041930,3,9903.88.03
32041950,3,9903.88.03
32042010,3,9903.88.03
32042080,3,9903.88.03
32049000,3,9903.88.03
32050005,3,9903.88.03
32050015,3,9903.88.03
32050040,3,9903.88.03
32050050,3,9903.88.03
32061100,3,9903.88.03
32061900,3,9903.88.03
32062000,3,9903.88.03
32064100,3,9903.88.03
32064200,3,9903.88.03
32064910,3,9903.88.03
32064920,3,9903.88.03
32064930,3,9903.88.03
32064940,3,9903.88.03
32064955,3,9903.88.03
32064960,3,9903.88.03
32065000,3,9903.88.03
32071000,3,9903.88.03
32072000,3,9903.88.03
32073000,3,9903.88.03
32074010,3,9903.88.03
32074050,3,9903.88.03
32081000,3,9903.88.03
32082000,3,9903.88.03
32089000,3,9903.88.03
32091000,3,9903.88.03
32099000,3,9903.88.03
32100000,3,9903.88.03
32110000,3,9903.88.03
32121000,3,9903.88.03
32129000,3,9903.88.03
32131000,3,9903.88.03
32139000,3,9903.88.03
32141000,3,9903.88.03
32149010,3,9903.88.03
32149050,3,9903.88.03
32151110,3,9903.88.03
32151130,3,9903.88.03
32151190,3,9903.88.03
32151910,3,9903.88.03
32151930,3,9903.88.03
32151990,3,9903.88.03
32159010,3,9903.88.03
32159050,3,9903.88.03
33011200,4A,9903.88.15
33011300,3,9903.88.03
33011910,4A,9903.88.15
33011951,4A,9903.88.15
33012400,4A,9903.88.15
33012500,4A,9903.88.15
33012920,4A,9903.88.15
33012951,4A,9903.88.15
33013000,4A,9903.88.15
33019010,4A,9903.88.15
33019050,4A,9903.88.15
33021010,4A,9903.88.15
33021020,4A,9903.88.15
33021040,4A,9903.88.15
33021050,4A,9903.88.15
33021090,4A,9903.88.15
33029010,3,9903.88.03
33029020,3,9903.88.03
33030010,3,9903.88.03
33030020,3,9903.88.03
33030030,3,9903.88.03
33041000,3,9903.88.03
33042000,3,9903.88.03
33043000,3,9903.88.03
33049100,3,9903.88.03
33049910,3,9903.88.03
33049950,3,9903.88.03
33051000,3,9903.88.03
33052000,3,9903.88.03
33053000,3,9903.88.03
33059000,3,9903.88.03
33062000,4A,9903.88.15
33069000,3,9903.88.03
33071010,3,9903.88.03
33071020,3,9903.88.03
33072000,3,9903.88.03
33073010,3,9903.88.03
33073050,3,9903.88.03
33074100,3,9903.88.03
33074900,3,9903.88.03
33079000,3,9903.88.03
34011110,3,9903.88.03
34011150,3,9903.88.03
34011900,4A,9903.88.15
34012000,3,9903.88.03
34013010,3,9903.88.03
34013050,3,9903.88.03
34023110,3,9903.88.03
34023190,3,9903.88.03
34023910,3,9903.88.03
34023990,3,9903.88.03
34024110,3,9903.88.03
34024190,3,9903.88.03
34024210,3,9903.88.03
34024220,3,9903.88.03
34024290,3,9903.88.03
34024910,3,9903.88.03
34024990,3,9903.88.03
34025011,3,9903.88.03
34025051,3,9903.88.03
34029010,3,9903.88.03
34029030,3,9903.88.03
34029050,3,9903.88.03
34031120,3,9903.88.03
34031140,3,9903.88.03
34031150,3,9903.88.03
34031910,2,9903.88.02
34031950,2,9903.88.02
34039110,3,9903.88.03
34039150,3,9903.88.03
34039900,2,9903.88.02
34042000,3,9903.88.03
34049010,3,9903.88.03
34049051,3,9903.88.03
34051000,3,9903.88.03
34052000,3,9903.88.03
34053000,3,9903.88.03
34054000,3,9903.88.03
34059000,3,9903.88.03
34060000,4A,9903.88.15
35011010,4A,9903.88.15
35011050,4A,9903.88.15
35019020,4A,9903.88.15
35019060,4A,9903.88.15
35021100,3,9903.88.03
35021900,4A,9903.88.15
35022000,4A,9903.88.15
35029000,3,9903.88.03
35030010,4A,9903.88.15
35030020,4A,9903.88.15
35030040,4A,9903.88.15
