hts8,category,country_group,ch99_code
84716010,civil_aircraft,eu,9903.02.76
84716010,civil_aircraft,korea,9903.02.81
84716020,civil_aircraft,eu,9903.02.76
84716020,civil_aircraft,korea,9903.02.81
84716070,civil_aircraft,eu,9903.02.76
84716070,civil_aircraft,korea,9903.02.81
84716080,civil_aircraft,eu,9903.02.76
84716080,civil_aircraft,korea,9903.02.81
84716090,civil_aircraft,eu,9903.02.76
84716090,civil_aircraft,korea,9903.02.81
84717010,civil_aircraft,eu,9903.02.76
84717010,civil_aircraft,korea,9903.02.81
84717020,civil_aircraft,eu,9903.02.76
84717020,civil_aircraft,korea,9903.02.81
84717030,civil_aircraft,eu,9903.02.76
84717030,civil_aircraft,korea,9903.02.81
84717040,civil_aircraft,eu,9903.02.76
84717040,civil_aircraft,korea,9903.02.81
84717050,civil_aircraft,eu,9903.02.76
84717050,civil_aircraft,korea,9903.02.81
84717060,civil_aircraft,eu,9903.02.76
84717060,civil_aircraft,korea,9903.02.81
84717090,civil_aircraft,eu,9903.02.76
84717090,civil_aircraft,korea,9903.02.81
84798910,civil_aircraft,eu,9903.02.76
84798910,civil_aircraft,korea,9903.02.81
84798920,civil_aircraft,eu,9903.02.76
84798920,civil_aircraft,korea,9903.02.81
84798965,civil_aircraft,eu,9903.02.76
84798965,civil_aircraft,korea,9903.02.81
84798970,civil_aircraft,eu,9903.02.76
84798970,civil_aircraft,korea,9903.02.81
84798995,civil_aircraft,eu,9903.02.76
84798995,civil_aircraft,korea,9903.02.81
84799041,civil_aircraft,eu,9903.02.76
84799041,civil_aircraft,korea,9903.02.81
84799045,civil_aircraft,eu,9903.02.76
84799045,civil_aircraft,korea,9903.02.81
84799055,civil_aircraft,eu,9903.02.76
84799055,civil_aircraft,korea,9903.02.81
84799065,civil_aircraft,eu,9903.02.76
84799065,civil_aircraft,korea,9903.02.81
84799075,civil_aircraft,eu,9903.02.76
84799075,civil_aircraft,korea,9903.02.81
84799085,civil_aircraft,eu,9903.02.76
84799085,civil_aircraft,korea,9903.02.81
84799095,civil_aircraft,eu,9903.02.76
84799095,civil_aircraft,korea,9903.02.81
84831010,civil_aircraft,eu,9903.02.76
84831010,civil_aircraft,korea,9903.02.81
84831030,civil_aircraft,eu,9903.02.76
84831030,civil_aircraft,korea,9903.02.81
84831050,civil_aircraft,eu,9903.02.76
84831050,civil_aircraft,korea,9903.02.81
84833040,civil_aircraft,eu,9903.02.76
84833040,civil_aircraft,korea,9903.02.81
84833080,civil_aircraft,eu,9903.02.76
84833080,civil_aircraft,korea,9903.02.81
84834010,civil_aircraft,eu,9903.02.76
84834010,civil_aircraft,korea,9903.02.81
84834030,civil_aircraft,eu,9903.02.76
84834030,civil_aircraft,korea,9903.02.81
84834050,civil_aircraft,eu,9903.02.76
84834050,civil_aircraft,korea,9903.02.81
84834070,civil_aircraft,eu,9903.02.76
84834070,civil_aircraft,korea,9903.02.81
84834080,civil_aircraft,eu,9903.02.76
84834080,civil_aircraft,korea,9903.02.81
84834090,civil_aircraft,eu,9903.02.76
84834090,civil_aircraft,korea,9903.02.81
84835040,civil_aircraft,eu,9903.02.76
84835040,civil_aircraft,korea,9903.02.81
84835060,civil_aircraft,eu,9903.02.76
84835060,civil_aircraft,korea,9903.02.81
84835090,civil_aircraft,eu,9903.02.76
84835090,civil_aircraft,korea,9903.02.81
84836040,civil_aircraft,eu,9903.02.76
84836040,civil_aircraft,korea,9903.02.81
84836080,civil_aircraft,eu,9903.02.76
84836080,civil_aircraft,korea,9903.02.81
84839010,civil_aircraft,eu,9903.02.76
84839010,civil_aircraft,korea,9903.02.81
84839020,civil_aircraft,eu,9903.02.76
84839020,civil_aircraft,korea,9903.02.81
84839030,civil_aircraft,eu,9903.02.76
84839030,civil_aircraft,korea,9903.02.81
84839050,civil_aircraft,eu,9903.02.76
84839050,civil_aircraft,korea,9903.02.81
84839080,civil_aircraft,eu,9903.02.76
84839080,civil_aircraft,korea,9903.02.81
84841000,civil_aircraft,eu,9903.02.76
84841000,civil_aircraft,korea,9903.02.81
84849000,civil_aircraft,eu,9903.02.76
84849000,civil_aircraft,korea,9903.02.81
85012050,civil_aircraft,eu,9903.02.76
85012050,civil_aircraft,korea,9903.02.81
85012060,civil_aircraft,eu,9903.02.76
85012060,civil_aircraft,korea,9903.02.81
85013150,civil_aircraft,eu,9903.02.76
85013150,civil_aircraft,korea,9903.02.81
85013160,civil_aircraft,eu,9903.02.76
85013160,civil_aircraft,korea,9903.02.81
85013181,civil_aircraft,eu,9903.02.76
85013181,civil_aircraft,korea,9903.02.81
85013220,civil_aircraft,eu,9903.02.76
85013220,civil_aircraft,korea,9903.02.81
85013255,civil_aircraft,eu,9903.02.76
85013255,civil_aircraft,korea,9903.02.81
85013261,civil_aircraft,eu,9903.02.76
85013261,civil_aircraft,korea,9903.02.81
85013320,civil_aircraft,eu,9903.02.76
85013320,civil_aircraft,korea,9903.02.81
85013330,civil_aircraft,eu,9903.02.76
85013330,civil_aircraft,korea,9903.02.81
85013361,civil_aircraft,eu,9903.02.76
85013361,civil_aircraft,korea,9903.02.81
85013461,civil_aircraft,eu,9903.02.76
85013461,civil_aircraft,korea,9903.02.81
85014050,civil_aircraft,eu,9903.02.76
85014050,civil_aircraft,korea,9903.02.81
85014060,civil_aircraft,eu,9903.02.76
85014060,civil_aircraft,korea,9903.02.81
85015150,civil_aircraft,eu,9903.02.76
85015150,civil_aircraft,korea,9903.02.81
85015160,civil_aircraft,eu,9903.02.76
85015160,civil_aircraft,korea,9903.02.81
85015240,civil_aircraft,eu,9903.02.76
85015240,civil_aircraft,korea,9903.02.81
85015280,civil_aircraft,eu,9903.02.76
85015280,civil_aircraft,korea,9903.02.81
85015340,civil_aircraft,eu,9903.02.76
85015340,civil_aircraft,korea,9903.02.81
85015360,civil_aircraft,eu,9903.02.76
85015360,civil_aircraft,korea,9903.02.81
85016101,civil_aircraft,eu,9903.02.76
85016101,civil_aircraft,korea,9903.02.81
85016201,civil_aircraft,eu,9903.02.76
85016201,civil_aircraft,korea,9903.02.81
85016301,civil_aircraft,eu,9903.02.76
85016301,civil_aircraft,korea,9903.02.81
85017100,civil_aircraft,eu,9903.02.76
85017100,civil_aircraft,korea,9903.02.81
85017210,civil_aircraft,eu,9903.02.76
85017210,civil_aircraft,korea,9903.02.81
85017220,civil_aircraft,eu,9903.02.76
85017220,civil_aircraft,korea,9903.02.81
85017230,civil_aircraft,eu,9903.02.76
85017230,civil_aircraft,korea,9903.02.81
85017290,civil_aircraft,eu,9903.02.76
85017290,civil_aircraft,korea,9903.02.81
85018010,civil_aircraft,eu,9903.02.76
85018010,civil_aircraft,korea,9903.02.81
85018020,civil_aircraft,eu,9903.02.76
85018020,civil_aircraft,korea,9903.02.81
85018030,civil_aircraft,eu,9903.02.76
85018030,civil_aircraft,korea,9903.02.81
85021100,civil_aircraft,eu,9903.02.76
85021100,civil_aircraft,korea,9903.02.81
85021200,civil_aircraft,eu,9903.02.76
85021200,civil_aircraft,korea,9903.02.81
85021300,civil_aircraft,eu,9903.02.76
85021300,civil_aircraft,korea,9903.02.81
85022000,civil_aircraft,eu,9903.02.76
85022000,civil_aircraft,korea,9903.02.81
85023100,civil_aircraft,eu,9903.02.76
85023100,civil_aircraft,korea,9903.02.81
85023900,civil_aircraft,eu,9903.02.76
85023900,civil_aircraft,korea,9903.02.81
85024000,civil_aircraft,eu,9903.02.76
85024000,civil_aircraft,korea,9903.02.81
85041000,civil_aircraft,eu,9903.02.76
85041000,civil_aircraft,korea,9903.02.81
85043120,civil_aircraft,eu,9903.02.76
85043120,civil_aircraft,korea,9903.02.81
85043140,civil_aircraft,eu,9903.02.76
85043140,civil_aircraft,korea,9903.02.81
85043160,civil_aircraft,eu,9903.02.76
85043160,civil_aircraft,korea,9903.02.81
85043200,civil_aircraft,eu,9903.02.76
85043200,civil_aircraft,korea,9903.02.81
85043300,civil_aircraft,eu,9903.02.76
85043300,civil_aircraft,korea,9903.02.81
85044040,civil_aircraft,eu,9903.02.76
85044040,civil_aircraft,korea,9903.02.81
85044060,civil_aircraft,eu,9903.02.76
85044060,civil_aircraft,korea,9903.02.81
85044070,civil_aircraft,eu,9903.02.76
85044070,civil_aircraft,korea,9903.02.81
85044085,civil_aircraft,eu,9903.02.76
85044085,civil_aircraft,korea,9903.02.81
85044095,civil_aircraft,eu,9903.02.76
85044095,civil_aircraft,korea,9903.02.81
85045040,civil_aircraft,eu,9903.02.76
85045040,civil_aircraft,korea,9903.02.81
85045080,civil_aircraft,eu,9903.02.76
85045080,civil_aircraft,korea,9903.02.81
85071000,civil_aircraft,eu,9903.02.76
85071000,civil_aircraft,korea,9903.02.81
85072080,civil_aircraft,eu,9903.02.76
85072080,civil_aircraft,korea,9903.02.81
85073080,civil_aircraft,eu,9903.02.76
85073080,civil_aircraft,korea,9903.02.81
85075000,civil_aircraft,eu,9903.02.76
85075000,civil_aircraft,korea,9903.02.81
85076000,civil_aircraft,eu,9903.02.76
85076000,civil_aircraft,korea,9903.02.81
85078082,civil_aircraft,eu,9903.02.76
85078082,civil_aircraft,korea,9903.02.81
85079040,civil_aircraft,eu,9903.02.76
85079040,civil_aircraft,korea,9903.02.81
85079080,civil_aircraft,eu,9903.02.76
85079080,civil_aircraft,korea,9903.02.81
85111000,civil_aircraft,eu,9903.02.76
85111000,civil_aircraft,korea,9903.02.81
85112000,civil_aircraft,eu,9903.02.76
85112000,civil_aircraft,korea,9903.02.81
85113000,civil_aircraft,eu,9903.02.76
85113000,civil_aircraft,korea,9903.02.81
85114000,civil_aircraft,eu,9903.02.76
85114000,civil_aircraft,korea,9903.02.81
85115000,civil_aircraft,eu,9903.02.76
85115000,civil_aircraft,korea,9903.02.81
85118020,civil_aircraft,eu,9903.02.76
85118020,civil_aircraft,korea,9903.02.81
85118040,civil_aircraft,eu,9903.02.76
85118040,civil_aircraft,korea,9903.02.81
85118060,civil_aircraft,eu,9903.02.76
85118060,civil_aircraft,korea,9903.02.81
85142040,civil_aircraft,eu,9903.02.76
85142040,civil_aircraft,korea,9903.02.81
85168040,civil_aircraft,eu,9903.02.76
85168040,civil_aircraft,korea,9903.02.81
85168080,civil_aircraft,eu,9903.02.76
85168080,civil_aircraft,korea,9903.02.81
85171300,civil_aircraft,eu,9903.02.76
85171300,civil_aircraft,korea,9903.02.81
85171400,civil_aircraft,eu,9903.02.76
85171400,civil_aircraft,korea,9903.02.81
85176100,civil_aircraft,eu,9903.02.76
85176100,civil_aircraft,korea,9903.02.81
85176200,civil_aircraft,eu,9903.02.76
85176200,civil_aircraft,korea,9903.02.81
85176900,civil_aircraft,eu,9903.02.76
85176900,civil_aircraft,korea,9903.02.81
85177100,civil_aircraft,eu,9903.02.76
85177100,civil_aircraft,korea,9903.02.81
85181040,civil_aircraft,eu,9903.02.76
85181040,civil_aircraft,korea,9903.02.81
85181080,civil_aircraft,eu,9903.02.76
85181080,civil_aircraft,korea,9903.02.81
85182100,civil_aircraft,eu,9903.02.76
85182100,civil_aircraft,korea,9903.02.81
85182200,civil_aircraft,eu,9903.02.76
85182200,civil_aircraft,korea,9903.02.81
85182940,civil_aircraft,eu,9903.02.76
85182940,civil_aircraft,korea,9903.02.81
85182980,civil_aircraft,eu,9903.02.76
85182980,civil_aircraft,korea,9903.02.81
85183010,civil_aircraft,eu,9903.02.76
85183010,civil_aircraft,korea,9903.02.81
85183020,civil_aircraft,eu,9903.02.76
85183020,civil_aircraft,korea,9903.02.81
85184010,civil_aircraft,eu,9903.02.76
85184010,civil_aircraft,korea,9903.02.81
85184020,civil_aircraft,eu,9903.02.76
85184020,civil_aircraft,korea,9903.02.81
85185000,civil_aircraft,eu,9903.02.76
85185000,civil_aircraft,korea,9903.02.81
85198110,civil_aircraft,eu,9903.02.76
85198110,civil_aircraft,korea,9903.02.81
85198120,civil_aircraft,eu,9903.02.76
85198120,civil_aircraft,korea,9903.02.81
85198125,civil_aircraft,eu,9903.02.76
85198125,civil_aircraft,korea,9903.02.81
85198130,civil_aircraft,eu,9903.02.76
85198130,civil_aircraft,korea,9903.02.81
85198141,civil_aircraft,eu,9903.02.76
85198141,civil_aircraft,korea,9903.02.81
85198910,civil_aircraft,eu,9903.02.76
85198910,civil_aircraft,korea,9903.02.81
85198920,civil_aircraft,eu,9903.02.76
85198920,civil_aircraft,korea,9903.02.81
85198930,civil_aircraft,eu,9903.02.76
85198930,civil_aircraft,korea,9903.02.81
85211030,civil_aircraft,eu,9903.02.76
85211030,civil_aircraft,korea,9903.02.81
85211060,civil_aircraft,eu,9903.02.76
85211060,civil_aircraft,korea,9903.02.81
85211090,civil_aircraft,eu,9903.02.76
85211090,civil_aircraft,korea,9903.02.81
85229025,civil_aircraft,eu,9903.02.76
85229025,civil_aircraft,korea,9903.02.81
85229036,civil_aircraft,eu,9903.02.76
85229036,civil_aircraft,korea,9903.02.81
85229045,civil_aircraft,eu,9903.02.76
85229045,civil_aircraft,korea,9903.02.81
85229058,civil_aircraft,eu,9903.02.76
85229058,civil_aircraft,korea,9903.02.81
85229065,civil_aircraft,eu,9903.02.76
85229065,civil_aircraft,korea,9903.02.81
85229080,civil_aircraft,eu,9903.02.76
85229080,civil_aircraft,korea,9903.02.81
85261000,civil_aircraft,eu,9903.02.76
85261000,civil_aircraft,korea,9903.02.81
85269100,civil_aircraft,eu,9903.02.76
85269100,civil_aircraft,korea,9903.02.81
85269210,civil_aircraft,eu,9903.02.76
85269210,civil_aircraft,korea,9903.02.81
85269250,civil_aircraft,eu,9903.02.76
85269250,civil_aircraft,korea,9903.02.81
85284200,civil_aircraft,eu,9903.02.76
85284200,civil_aircraft,korea,9903.02.81
85285200,civil_aircraft,eu,9903.02.76
85285200,civil_aircraft,korea,9903.02.81
85286200,civil_aircraft,eu,9903.02.76
85286200,civil_aircraft,korea,9903.02.81
85291021,civil_aircraft,eu,9903.02.76
85291021,civil_aircraft,korea,9903.02.81
85291040,civil_aircraft,eu,9903.02.76
85291040,civil_aircraft,korea,9903.02.81
85291091,civil_aircraft,eu,9903.02.76
85291091,civil_aircraft,korea,9903.02.81
85299004,civil_aircraft,eu,9903.02.76
85299004,civil_aircraft,korea,9903.02.81
85299005,civil_aircraft,eu,9903.02.76
85299005,civil_aircraft,korea,9903.02.81
85299006,civil_aircraft,eu,9903.02.76
85299006,civil_aircraft,korea,9903.02.81
85299009,civil_aircraft,eu,9903.02.76
85299009,civil_aircraft,korea,9903.02.81
85299013,civil_aircraft,eu,9903.02.76
85299013,civil_aircraft,korea,9903.02.81
85299016,civil_aircraft,eu,9903.02.76
85299016,civil_aircraft,korea,9903.02.81
85299019,civil_aircraft,eu,9903.02.76
85299019,civil_aircraft,korea,9903.02.81
85299021,civil_aircraft,eu,9903.02.76
85299021,civil_aircraft,korea,9903.02.81
85299024,civil_aircraft,eu,9903.02.76
85299024,civil_aircraft,korea,9903.02.81
85299029,civil_aircraft,eu,9903.02.76
85299029,civil_aircraft,korea,9903.02.81
85299033,civil_aircraft,eu,9903.02.76
85299033,civil_aircraft,korea,9903.02.81
85299036,civil_aircraft,eu,9903.02.76
85299036,civil_aircraft,korea,9903.02.81
85299039,civil_aircraft,eu,9903.02.76
85299039,civil_aircraft,korea,9903.02.81
85299043,civil_aircraft,eu,9903.02.76
85299043,civil_aircraft,korea,9903.02.81
85299046,civil_aircraft,eu,9903.02.76
85299046,civil_aircraft,korea,9903.02.81
85299049,civil_aircraft,eu,9903.02.76
85299049,civil_aircraft,korea,9903.02.81
85299055,civil_aircraft,eu,9903.02.76
85299055,civil_aircraft,korea,9903.02.81
85299063,civil_aircraft,eu,9903.02.76
85299063,civil_aircraft,korea,9903.02.81
85299068,civil_aircraft,eu,9903.02.76
85299068,civil_aircraft,korea,9903.02.81
85299073,civil_aircraft,eu,9903.02.76
85299073,civil_aircraft,korea,9903.02.81
85299077,civil_aircraft,eu,9903.02.76
85299077,civil_aircraft,korea,9903.02.81
85299078,civil_aircraft,eu,9903.02.76
85299078,civil_aircraft,korea,9903.02.81
85299081,civil_aircraft,eu,9903.02.76
85299081,civil_aircraft,korea,9903.02.81
85299083,civil_aircraft,eu,9903.02.76
85299083,civil_aircraft,korea,9903.02.81
85299087,civil_aircraft,eu,9903.02.76
85299087,civil_aircraft,korea,9903.02.81
85299088,civil_aircraft,eu,9903.02.76
85299088,civil_aircraft,korea,9903.02.81
85299089,civil_aircraft,eu,9903.02.76
85299089,civil_aircraft,korea,9903.02.81
85299093,civil_aircraft,eu,9903.02.76
85299093,civil_aircraft,korea,9903.02.81
85299095,civil_aircraft,eu,9903.02.76
85299095,civil_aircraft,korea,9903.02.81
85299097,civil_aircraft,eu,9903.02.76
85299097,civil_aircraft,korea,9903.02.81
85299098,civil_aircraft,eu,9903.02.76
85299098,civil_aircraft,korea,9903.02.81
85311000,civil_aircraft,eu,9903.02.76
85311000,civil_aircraft,korea,9903.02.81
85312000,civil_aircraft,eu,9903.02.76
85312000,civil_aircraft,korea,9903.02.81
85318015,civil_aircraft,eu,9903.02.76
85318015,civil_aircraft,korea,9903.02.81
85318090,civil_aircraft,eu,9903.02.76
85318090,civil_aircraft,korea,9903.02.81
85367000,civil_aircraft,eu,9903.02.76
85367000,civil_aircraft,korea,9903.02.81
85391000,civil_aircraft,eu,9903.02.76
85391000,civil_aircraft,korea,9903.02.81
85395100,civil_aircraft,eu,9903.02.76
85395100,civil_aircraft,korea,9903.02.81
85437042,civil_aircraft,eu,9903.02.76
85437042,civil_aircraft,korea,9903.02.81
85437045,civil_aircraft,eu,9903.02.76
85437045,civil_aircraft,korea,9903.02.81
85437060,civil_aircraft,eu,9903.02.76
85437060,civil_aircraft,korea,9903.02.81
85437080,civil_aircraft,eu,9903.02.76
85437080,civil_aircraft,korea,9903.02.81
85437091,civil_aircraft,eu,9903.02.76
85437091,civil_aircraft,korea,9903.02.81
85437095,civil_aircraft,eu,9903.02.76
85437095,civil_aircraft,korea,9903.02.81
85439012,civil_aircraft,eu,9903.02.76
85439012,civil_aircraft,korea,9903.02.81
85439015,civil_aircraft,eu,9903.02.76
85439015,civil_aircraft,korea,9903.02.81
85439035,civil_aircraft,eu,9903.02.76
85439035,civil_aircraft,korea,9903.02.81
85439065,civil_aircraft,eu,9903.02.76
85439065,civil_aircraft,korea,9903.02.81
85439068,civil_aircraft,eu,9903.02.76
85439068,civil_aircraft,korea,9903.02.81
85439085,civil_aircraft,eu,9903.02.76
85439085,civil_aircraft,korea,9903.02.81
85439088,civil_aircraft,eu,9903.02.76
85439088,civil_aircraft,korea,9903.02.81
85443000,civil_aircraft,eu,9903.02.76
85443000,civil_aircraft,korea,9903.02.81
88010000,civil_aircraft,eu,9903.02.76
88010000,civil_aircraft,korea,9903.02.81
88021101,civil_aircraft,eu,9903.02.76
88021101,civil_aircraft,korea,9903.02.81
88021201,civil_aircraft,eu,9903.02.76
88021201,civil_aircraft,korea,9903.02.81
88022001,civil_aircraft,eu,9903.02.76
88022001,civil_aircraft,korea,9903.02.81
88023001,civil_aircraft,eu,9903.02.76
88023001,civil_aircraft,korea,9903.02.81
88024001,civil_aircraft,eu,9903.02.76
88024001,civil_aircraft,korea,9903.02.81
88052900,civil_aircraft,eu,9903.02.76
88052900,civil_aircraft,korea,9903.02.81
88071000,civil_aircraft,eu,9903.02.76
88071000,civil_aircraft,korea,9903.02.81
88072000,civil_aircraft,eu,9903.02.76
88072000,civil_aircraft,korea,9903.02.81
88073000,civil_aircraft,eu,9903.02.76
88073000,civil_aircraft,korea,9903.02.81
88079090,civil_aircraft,eu,9903.02.76
88079090,civil_aircraft,korea,9903.02.81
90019040,civil_aircraft,eu,9903.02.76
90019040,civil_aircraft,korea,9903.02.81
90019050,civil_aircraft,eu,9903.02.76
90019050,civil_aircraft,korea,9903.02.81
90019060,civil_aircraft,eu,9903.02.76
90019060,civil_aircraft,korea,9903.02.81
90019080,civil_aircraft,eu,9903.02.76
90019080,civil_aircraft,korea,9903.02.81
90019090,civil_aircraft,eu,9903.02.76
90019090,civil_aircraft,korea,9903.02.81
90029020,civil_aircraft,eu,9903.02.76
90029020,civil_aircraft,korea,9903.02.81
90029040,civil_aircraft,eu,9903.02.76
90029040,civil_aircraft,korea,9903.02.81
90029070,civil_aircraft,eu,9903.02.76
90029070,civil_aircraft,korea,9903.02.81
90029085,civil_aircraft,eu,9903.02.76
90029085,civil_aircraft,korea,9903.02.81
90029095,civil_aircraft,eu,9903.02.76
90029095,civil_aircraft,korea,9903.02.81
90141010,civil_aircraft,eu,9903.02.76
90141010,civil_aircraft,korea,9903.02.81
90141060,civil_aircraft,eu,9903.02.76
90141060,civil_aircraft,korea,9903.02.81
90141070,civil_aircraft,eu,9903.02.76
90141070,civil_aircraft,korea,9903.02.81
90141090,civil_aircraft,eu,9903.02.76
90141090,civil_aircraft,korea,9903.02.81
90142020,civil_aircraft,eu,9903.02.76
90142020,civil_aircraft,korea,9903.02.81
90142040,civil_aircraft,eu,9903.02.76
90142040,civil_aircraft,korea,9903.02.81
90142060,civil_aircraft,eu,9903.02.76
90142060,civil_aircraft,korea,9903.02.81
90142080,civil_aircraft,eu,9903.02.76
90142080,civil_aircraft,korea,9903.02.81
90149010,civil_aircraft,eu,9903.02.76
90149010,civil_aircraft,korea,9903.02.81
90149020,civil_aircraft,eu,9903.02.76
90149020,civil_aircraft,korea,9903.02.81
90149040,civil_aircraft,eu,9903.02.76
90149040,civil_aircraft,korea,9903.02.81
90149060,civil_aircraft,eu,9903.02.76
90149060,civil_aircraft,korea,9903.02.81
90200040,civil_aircraft,eu,9903.02.76
90200040,civil_aircraft,korea,9903.02.81
90200060,civil_aircraft,eu,9903.02.76
90200060,civil_aircraft,korea,9903.02.81
90251120,civil_aircraft,eu,9903.02.76
90251120,civil_aircraft,korea,9903.02.81
90251140,civil_aircraft,eu,9903.02.76
90251140,civil_aircraft,korea,9903.02.81
90251940,civil_aircraft,eu,9903.02.76
90251940,civil_aircraft,korea,9903.02.81
90251980,civil_aircraft,eu,9903.02.76
90251980,civil_aircraft,korea,9903.02.81
90258010,civil_aircraft,eu,9903.02.76
90258010,civil_aircraft,korea,9903.02.81
90258015,civil_aircraft,eu,9903.02.76
90258015,civil_aircraft,korea,9903.02.81
90258020,civil_aircraft,eu,9903.02.76
90258020,civil_aircraft,korea,9903.02.81
90258035,civil_aircraft,eu,9903.02.76
90258035,civil_aircraft,korea,9903.02.81
90258040,civil_aircraft,eu,9903.02.76
90258040,civil_aircraft,korea,9903.02.81
90258050,civil_aircraft,eu,9903.02.76
90258050,civil_aircraft,korea,9903.02.81
90259006,civil_aircraft,eu,9903.02.76
90259006,civil_aircraft,korea,9903.02.81
90261020,civil_aircraft,eu,9903.02.76
90261020,civil_aircraft,korea,9903.02.81
90261040,civil_aircraft,eu,9903.02.76
90261040,civil_aircraft,korea,9903.02.81
90261060,civil_aircraft,eu,9903.02.76
90261060,civil_aircraft,korea,9903.02.81
90262040,civil_aircraft,eu,9903.02.76
90262040,civil_aircraft,korea,9903.02.81
90262080,civil_aircraft,eu,9903.02.76
90262080,civil_aircraft,korea,9903.02.81
90268020,civil_aircraft,eu,9903.02.76
90268020,civil_aircraft,korea,9903.02.81
90268040,civil_aircraft,eu,9903.02.76
90268040,civil_aircraft,korea,9903.02.81
90268060,civil_aircraft,eu,9903.02.76
90268060,civil_aircraft,korea,9903.02.81
90269020,civil_aircraft,eu,9903.02.76
90269020,civil_aircraft,korea,9903.02.81
90269040,civil_aircraft,eu,9903.02.76
90269040,civil_aircraft,korea,9903.02.81
90269060,civil_aircraft,eu,9903.02.76
90269060,civil_aircraft,korea,9903.02.81
90291080,civil_aircraft,eu,9903.02.76
90291080,civil_aircraft,korea,9903.02.81
90292040,civil_aircraft,eu,9903.02.76
90292040,civil_aircraft,korea,9903.02.81
90299080,civil_aircraft,eu,9903.02.76
90299080,civil_aircraft,korea,9903.02.81
90301000,civil_aircraft,eu,9903.02.76
90301000,civil_aircraft,korea,9903.02.81
90302005,civil_aircraft,eu,9903.02.76
90302005,civil_aircraft,korea,9903.02.81
90302010,civil_aircraft,eu,9903.02.76
90302010,civil_aircraft,korea,9903.02.81
90303100,civil_aircraft,eu,9903.02.76
90303100,civil_aircraft,korea,9903.02.81
90303200,civil_aircraft,eu,9903.02.76
90303200,civil_aircraft,korea,9903.02.81
90303334,civil_aircraft,eu,9903.02.76
90303334,civil_aircraft,korea,9903.02.81
90303338,civil_aircraft,eu,9903.02.76
90303338,civil_aircraft,korea,9903.02.81
90303901,civil_aircraft,eu,9903.02.76
90303901,civil_aircraft,korea,9903.02.81
90304000,civil_aircraft,eu,9903.02.76
90304000,civil_aircraft,korea,9903.02.81
90308400,civil_aircraft,eu,9903.02.76
90308400,civil_aircraft,korea,9903.02.81
90308901,civil_aircraft,eu,9903.02.76
90308901,civil_aircraft,korea,9903.02.81
90309025,civil_aircraft,eu,9903.02.76
90309025,civil_aircraft,korea,9903.02.81
90309046,civil_aircraft,eu,9903.02.76
90309046,civil_aircraft,korea,9903.02.81
90309066,civil_aircraft,eu,9903.02.76
90309066,civil_aircraft,korea,9903.02.81
90309068,civil_aircraft,eu,9903.02.76
90309068,civil_aircraft,korea,9903.02.81
90309084,civil_aircraft,eu,9903.02.76
90309084,civil_aircraft,korea,9903.02.81
90309089,civil_aircraft,eu,9903.02.76
90309089,civil_aircraft,korea,9903.02.81
90318040,civil_aircraft,eu,9903.02.76
90318040,civil_aircraft,korea,9903.02.81
90318080,civil_aircraft,eu,9903.02.76
90318080,civil_aircraft,korea,9903.02.81
90319021,civil_aircraft,eu,9903.02.76
90319021,civil_aircraft,korea,9903.02.81
90319045,civil_aircraft,eu,9903.02.76
90319045,civil_aircraft,korea,9903.02.81
90319054,civil_aircraft,eu,9903.02.76
90319054,civil_aircraft,korea,9903.02.81
90319059,civil_aircraft,eu,9903.02.76
90319059,civil_aircraft,korea,9903.02.81
90319070,civil_aircraft,eu,9903.02.76
90319070,civil_aircraft,korea,9903.02.81
90319091,civil_aircraft,eu,9903.02.76
90319091,civil_aircraft,korea,9903.02.81
90321000,civil_aircraft,eu,9903.02.76
90321000,civil_aircraft,korea,9903.02.81
90322000,civil_aircraft,eu,9903.02.76
90322000,civil_aircraft,korea,9903.02.81
90328100,civil_aircraft,eu,9903.02.76
90328100,civil_aircraft,korea,9903.02.81
90328920,civil_aircraft,eu,9903.02.76
90328920,civil_aircraft,korea,9903.02.81
90328940,civil_aircraft,eu,9903.02.76
90328940,civil_aircraft,korea,9903.02.81
90328960,civil_aircraft,eu,9903.02.76
90328960,civil_aircraft,korea,9903.02.81
90329021,civil_aircraft,eu,9903.02.76
90329021,civil_aircraft,korea,9903.02.81
90329041,civil_aircraft,eu,9903.02.76
90329041,civil_aircraft,korea,9903.02.81
90329061,civil_aircraft,eu,9903.02.76
90329061,civil_aircraft,korea,9903.02.81
90330090,civil_aircraft,eu,9903.02.76
90330090,civil_aircraft,korea,9903.02.81
91040005,civil_aircraft,eu,9903.02.76
91040005,civil_aircraft,korea,9903.02.81
91040010,civil_aircraft,eu,9903.02.76
91040010,civil_aircraft,korea,9903.02.81
91040020,civil_aircraft,eu,9903.02.76
91040020,civil_aircraft,korea,9903.02.81
91040025,civil_aircraft,eu,9903.02.76
91040025,civil_aircraft,korea,9903.02.81
91040030,civil_aircraft,eu,9903.02.76
91040030,civil_aircraft,korea,9903.02.81
91040040,civil_aircraft,eu,9903.02.76
91040040,civil_aircraft,korea,9903.02.81
91040045,civil_aircraft,eu,9903.02.76
91040045,civil_aircraft,korea,9903.02.81
91040050,civil_aircraft,eu,9903.02.76
91040050,civil_aircraft,korea,9903.02.81
91040060,civil_aircraft,eu,9903.02.76
91040060,civil_aircraft,korea,9903.02.81
91091050,civil_aircraft,eu,9903.02.76
