hts8,category,country_group,ch99_code
29415000,pharma,eu,9903.02.77
29419010,pharma,eu,9903.02.77
29419030,pharma,eu,9903.02.77
29419050,pharma,eu,9903.02.77
29420003,pharma,eu,9903.02.77
29420005,pharma,eu,9903.02.77
29420010,pharma,eu,9903.02.77
29420035,pharma,eu,9903.02.77
29420050,pharma,eu,9903.02.77
30012000,pharma,eu,9903.02.77
30019001,pharma,eu,9903.02.77
30021200,pharma,eu,9903.02.77
30021300,pharma,eu,9903.02.77
30021400,pharma,eu,9903.02.77
30021500,pharma,eu,9903.02.77
30024100,pharma,eu,9903.02.77
30024200,pharma,eu,9903.02.77
30024900,pharma,eu,9903.02.77
30025100,pharma,eu,9903.02.77
30025900,pharma,eu,9903.02.77
30029010,pharma,eu,9903.02.77
30029052,pharma,eu,9903.02.77
30031000,pharma,eu,9903.02.77
30032000,pharma,eu,9903.02.77
30033100,pharma,eu,9903.02.77
30033910,pharma,eu,9903.02.77
30033950,pharma,eu,9903.02.77
30034100,pharma,eu,9903.02.77
30034200,pharma,eu,9903.02.77
30034300,pharma,eu,9903.02.77
30034900,pharma,eu,9903.02.77
30036000,pharma,eu,9903.02.77
30039001,pharma,eu,9903.02.77
30041010,pharma,eu,9903.02.77
30041050,pharma,eu,9903.02.77
30042000,pharma,eu,9903.02.77
30043100,pharma,eu,9903.02.77
30043200,pharma,eu,9903.02.77
30043900,pharma,eu,9903.02.77
30044100,pharma,eu,9903.02.77
30044200,pharma,eu,9903.02.77
30044300,pharma,eu,9903.02.77
30044900,pharma,eu,9903.02.77
30045010,pharma,eu,9903.02.77
30045020,pharma,eu,9903.02.77
30045030,pharma,eu,9903.02.77
30045040,pharma,eu,9903.02.77
30045050,pharma,eu,9903.02.77
30046000,pharma,eu,9903.02.77
30049010,pharma,eu,9903.02.77
30049092,pharma,eu,9903.02.77
30063010,pharma,eu,9903.02.77
30063050,pharma,eu,9903.02.77
30066000,pharma,eu,9903.02.77
30067000,pharma,eu,9903.02.77
30069200,pharma,eu,9903.02.77
30069310,pharma,eu,9903.02.77
30069320,pharma,eu,9903.02.77
30069350,pharma,eu,9903.02.77
30069360,pharma,eu,9903.02.77
30069380,pharma,eu,9903.02.77
31042000,ptaap,eu,9903.02.74
31043000,ptaap,eu,9903.02.74
31049001,ptaap,eu,9903.02.74
32030080,pharma,eu,9903.02.77
32041360,pharma,eu,9903.02.77
32041380,pharma,eu,9903.02.77
32041800,pharma,eu,9903.02.77
32049000,pharma,eu,9903.02.77
32061100,ptaap,eu,9903.02.74
32061900,ptaap,eu,9903.02.74
33012951,particular,eu,9903.02.75
34013010,pharma,eu,9903.02.77
34024210,pharma,eu,9903.02.77
34024220,pharma,eu,9903.02.77
34024290,pharma,eu,9903.02.77
34025011,pharma,eu,9903.02.77
35079070,pharma,eu,9903.02.77
36069030,ptaap,eu,9903.02.74
38021000,pharma,eu,9903.02.77
38085940,pharma,eu,9903.02.77
38085950,pharma,eu,9903.02.77
38086150,pharma,eu,9903.02.77
38089410,pharma,eu,9903.02.77
38089450,pharma,eu,9903.02.77
38123100,pharma,eu,9903.02.77
38151100,pharma,eu,9903.02.77
38151200,pharma,eu,9903.02.77
38159050,pharma,eu,9903.02.77
38231100,ptaap,eu,9903.02.74
38231200,ptaap,eu,9903.02.74
38231920,ptaap,eu,9903.02.74
38237040,ptaap,eu,9903.02.74
38248100,pharma,eu,9903.02.77
38248210,pharma,eu,9903.02.77
38248290,pharma,eu,9903.02.77
38248300,pharma,eu,9903.02.77
38248400,pharma,eu,9903.02.77
38248500,pharma,eu,9903.02.77
38248600,pharma,eu,9903.02.77
38248700,pharma,eu,9903.02.77
38248800,pharma,eu,9903.02.77
38248900,pharma,eu,9903.02.77
38249100,pharma,eu,9903.02.77
38249200,pharma,eu,9903.02.77
38249925,pharma,eu,9903.02.77
38249929,pharma,eu,9903.02.77
38249949,pharma,eu,9903.02.77
38249950,pharma,eu,9903.02.77
38249955,pharma,eu,9903.02.77
38260030,pharma,eu,9903.02.77
38271300,pharma,eu,9903.02.77
38271400,pharma,eu,9903.02.77
38274000,pharma,eu,9903.02.77
39019090,pharma,eu,9903.02.77
39029000,pharma,eu,9903.02.77
39046100,pharma,eu,9903.02.77
39059110,pharma,eu,9903.02.77
39059150,pharma,eu,9903.02.77
39059980,pharma,eu,9903.02.77
39069050,pharma,eu,9903.02.77
39071000,pharma,eu,9903.02.77
39072100,pharma,eu,9903.02.77
39077000,pharma,eu,9903.02.77
39081000,pharma,eu,9903.02.77
39089020,pharma,eu,9903.02.77
39091000,pharma,eu,9903.02.77
39094000,pharma,eu,9903.02.77
39112000,pharma,eu,9903.02.77
39119025,pharma,eu,9903.02.77
39119045,pharma,eu,9903.02.77
39119091,pharma,eu,9903.02.77
39122000,pharma,eu,9903.02.77
39123100,pharma,eu,9903.02.77
39123900,pharma,eu,9903.02.77
39129000,pharma,eu,9903.02.77
39139020,pharma,eu,9903.02.77
39139050,pharma,eu,9903.02.77
39140020,pharma,eu,9903.02.77
39140060,pharma,eu,9903.02.77
39172100,civil_aircraft,eu,9903.02.76
39172100,civil_aircraft,korea,9903.02.81
39172200,civil_aircraft,eu,9903.02.76
39172200,civil_aircraft,korea,9903.02.81
39172300,civil_aircraft,eu,9903.02.76
39172300,civil_aircraft,korea,9903.02.81
39172900,civil_aircraft,eu,9903.02.76
39172900,civil_aircraft,korea,9903.02.81
39173100,civil_aircraft,eu,9903.02.76
39173100,civil_aircraft,korea,9903.02.81
39173300,civil_aircraft,eu,9903.02.76
39173300,civil_aircraft,korea,9903.02.81
39173900,civil_aircraft,eu,9903.02.76
39173900,civil_aircraft,korea,9903.02.81
39174000,civil_aircraft,eu,9903.02.76
39174000,civil_aircraft,korea,9903.02.81
39269045,civil_aircraft,eu,9903.02.76
39269045,civil_aircraft,korea,9903.02.81
39269094,civil_aircraft,eu,9903.02.76
39269094,civil_aircraft,korea,9903.02.81
39269096,civil_aircraft,eu,9903.02.76
39269096,civil_aircraft,korea,9903.02.81
39269099,civil_aircraft,eu,9903.02.76
39269099,civil_aircraft,korea,9903.02.81
40082920,civil_aircraft,eu,9903.02.76
40082920,civil_aircraft,korea,9903.02.81
40091200,civil_aircraft,eu,9903.02.76
40091200,civil_aircraft,korea,9903.02.81
40092200,civil_aircraft,eu,9903.02.76
40092200,civil_aircraft,korea,9903.02.81
40093200,civil_aircraft,eu,9903.02.76
40093200,civil_aircraft,korea,9903.02.81
40094200,civil_aircraft,eu,9903.02.76
40094200,civil_aircraft,korea,9903.02.81
40113000,civil_aircraft,eu,9903.02.76
40113000,civil_aircraft,korea,9903.02.81
40121300,civil_aircraft,eu,9903.02.76
40121300,civil_aircraft,korea,9903.02.81
40122010,civil_aircraft,eu,9903.02.76
40122010,civil_aircraft,korea,9903.02.81
40161000,civil_aircraft,eu,9903.02.76
40161000,civil_aircraft,korea,9903.02.81
40169350,civil_aircraft,eu,9903.02.76
40169350,civil_aircraft,korea,9903.02.81
40169935,civil_aircraft,eu,9903.02.76
40169935,civil_aircraft,korea,9903.02.81
40169960,civil_aircraft,eu,9903.02.76
40169960,civil_aircraft,korea,9903.02.81
40170000,civil_aircraft,eu,9903.02.76
40170000,civil_aircraft,korea,9903.02.81
45011000,ptaap,eu,9903.02.74
45019020,ptaap,eu,9903.02.74
45019040,ptaap,eu,9903.02.74
45020000,ptaap,eu,9903.02.74
45031020,ptaap,eu,9903.02.74
45031030,ptaap,eu,9903.02.74
45031040,ptaap,eu,9903.02.74
45031060,ptaap,eu,9903.02.74
45039020,ptaap,eu,9903.02.74
45039040,ptaap,eu,9903.02.74
45039060,ptaap,eu,9903.02.74
45041010,ptaap,eu,9903.02.74
45041020,ptaap,eu,9903.02.74
45041030,ptaap,eu,9903.02.74
45041040,ptaap,eu,9903.02.74
45041045,ptaap,eu,9903.02.74
45041047,ptaap,eu,9903.02.74
45041050,ptaap,eu,9903.02.74
45049000,ptaap,eu,9903.02.74
45049000,civil_aircraft,korea,9903.02.81
48239010,civil_aircraft,eu,9903.02.76
48239010,civil_aircraft,korea,9903.02.81
48239020,civil_aircraft,eu,9903.02.76
48239020,civil_aircraft,korea,9903.02.81
48239031,civil_aircraft,eu,9903.02.76
48239031,civil_aircraft,korea,9903.02.81
48239040,civil_aircraft,eu,9903.02.76
48239040,civil_aircraft,korea,9903.02.81
48239050,civil_aircraft,eu,9903.02.76
48239050,civil_aircraft,korea,9903.02.81
48239060,civil_aircraft,eu,9903.02.76
48239060,civil_aircraft,korea,9903.02.81
48239067,civil_aircraft,eu,9903.02.76
48239067,civil_aircraft,korea,9903.02.81
48239070,civil_aircraft,eu,9903.02.76
48239070,civil_aircraft,korea,9903.02.81
48239080,civil_aircraft,eu,9903.02.76
48239080,civil_aircraft,korea,9903.02.81
48239086,civil_aircraft,eu,9903.02.76
48239086,civil_aircraft,korea,9903.02.81
50040000,ptaap,eu,9903.02.74
50050000,ptaap,eu,9903.02.74
50060010,ptaap,eu,9903.02.74
50060090,ptaap,eu,9903.02.74
50071030,ptaap,eu,9903.02.74
50071060,ptaap,eu,9903.02.74
50072000,ptaap,eu,9903.02.74
50079030,ptaap,eu,9903.02.74
68128090,civil_aircraft,eu,9903.02.76
68128090,civil_aircraft,korea,9903.02.81
68129910,civil_aircraft,eu,9903.02.76
68129910,civil_aircraft,korea,9903.02.81
68129920,civil_aircraft,eu,9903.02.76
68129920,civil_aircraft,korea,9903.02.81
68129990,civil_aircraft,eu,9903.02.76
68129990,civil_aircraft,korea,9903.02.81
68132000,civil_aircraft,eu,9903.02.76
68132000,civil_aircraft,korea,9903.02.81
68138100,civil_aircraft,eu,9903.02.76
68138100,civil_aircraft,korea,9903.02.81
68138900,civil_aircraft,eu,9903.02.76
68138900,civil_aircraft,korea,9903.02.81
70072111,civil_aircraft,eu,9903.02.76
70072111,civil_aircraft,korea,9903.02.81
71011030,ptaap,eu,9903.02.74
71011060,ptaap,eu,9903.02.74
71021000,ptaap,eu,9903.02.74
71023100,ptaap,eu,9903.02.74
71023900,ptaap,eu,9903.02.74
71031020,ptaap,eu,9903.02.74
71031040,ptaap,eu,9903.02.74
71039100,ptaap,eu,9903.02.74
71039910,ptaap,eu,9903.02.74
71039950,ptaap,eu,9903.02.74
71101100,ptaap,eu,9903.02.74
71101900,ptaap,eu,9903.02.74
71102100,ptaap,eu,9903.02.74
71102900,ptaap,eu,9903.02.74
71103100,ptaap,eu,9903.02.74
71103900,ptaap,eu,9903.02.74
71104100,ptaap,eu,9903.02.74
71104900,ptaap,eu,9903.02.74
71129201,ptaap,eu,9903.02.74
71189000,ptaap,eu,9903.02.74
72011000,ptaap,eu,9903.02.74
72012000,ptaap,eu,9903.02.74
72015030,ptaap,eu,9903.02.74
72021110,ptaap,eu,9903.02.74
72021150,ptaap,eu,9903.02.74
72021910,ptaap,eu,9903.02.74
72021950,ptaap,eu,9903.02.74
72023000,ptaap,eu,9903.02.74
72024100,ptaap,eu,9903.02.74
72024910,ptaap,eu,9903.02.74
72024950,ptaap,eu,9903.02.74
72025000,ptaap,eu,9903.02.74
72026000,ptaap,eu,9903.02.74
72028000,ptaap,eu,9903.02.74
72029100,ptaap,eu,9903.02.74
72029340,ptaap,eu,9903.02.74
72029380,ptaap,eu,9903.02.74
72042100,ptaap,eu,9903.02.74
72051000,ptaap,eu,9903.02.74
72166100,civil_aircraft,japan,9903.96.02
72166900,civil_aircraft,japan,9903.96.02
72169100,civil_aircraft,japan,9903.96.02
73011000,civil_aircraft,japan,9903.96.02
73021000,civil_aircraft,japan,9903.96.02
73024000,civil_aircraft,japan,9903.96.02
73029000,civil_aircraft,japan,9903.96.02
73043130,civil_aircraft,eu,9903.02.76
73043130,civil_aircraft,korea,9903.02.81
73043160,civil_aircraft,eu,9903.02.76
73043160,civil_aircraft,korea,9903.02.81
73043900,civil_aircraft,eu,9903.02.76
73043900,civil_aircraft,korea,9903.02.81
73044130,civil_aircraft,eu,9903.02.76
73044130,civil_aircraft,korea,9903.02.81
73044160,civil_aircraft,eu,9903.02.76
73044160,civil_aircraft,korea,9903.02.81
73044900,civil_aircraft,eu,9903.02.76
73044900,civil_aircraft,korea,9903.02.81
73045110,civil_aircraft,eu,9903.02.76
73045110,civil_aircraft,korea,9903.02.81
73045150,civil_aircraft,eu,9903.02.76
73045150,civil_aircraft,korea,9903.02.81
73045910,civil_aircraft,eu,9903.02.76
73045910,civil_aircraft,korea,9903.02.81
73045920,civil_aircraft,eu,9903.02.76
73045920,civil_aircraft,korea,9903.02.81
73045960,civil_aircraft,eu,9903.02.76
73045960,civil_aircraft,korea,9903.02.81
73045980,civil_aircraft,eu,9903.02.76
73045980,civil_aircraft,korea,9903.02.81
73049010,civil_aircraft,eu,9903.02.76
73049010,civil_aircraft,korea,9903.02.81
73049030,civil_aircraft,eu,9903.02.76
73049030,civil_aircraft,korea,9903.02.81
73049050,civil_aircraft,eu,9903.02.76
73049050,civil_aircraft,korea,9903.02.81
73049070,civil_aircraft,eu,9903.02.76
73049070,civil_aircraft,korea,9903.02.81
73063010,civil_aircraft,eu,9903.02.76
73063010,civil_aircraft,korea,9903.02.81
73063030,civil_aircraft,eu,9903.02.76
73063030,civil_aircraft,korea,9903.02.81
73063050,civil_aircraft,eu,9903.02.76
73063050,civil_aircraft,korea,9903.02.81
73064010,civil_aircraft,eu,9903.02.76
73064010,civil_aircraft,korea,9903.02.81
73064050,civil_aircraft,eu,9903.02.76
73064050,civil_aircraft,korea,9903.02.81
73065010,civil_aircraft,eu,9903.02.76
73065010,civil_aircraft,korea,9903.02.81
73065030,civil_aircraft,eu,9903.02.76
73065030,civil_aircraft,korea,9903.02.81
73065050,civil_aircraft,eu,9903.02.76
73065050,civil_aircraft,korea,9903.02.81
73066110,civil_aircraft,eu,9903.02.76
73066110,civil_aircraft,korea,9903.02.81
73066130,civil_aircraft,eu,9903.02.76
73066130,civil_aircraft,korea,9903.02.81
73066150,civil_aircraft,eu,9903.02.76
73066150,civil_aircraft,korea,9903.02.81
73066170,civil_aircraft,eu,9903.02.76
73066170,civil_aircraft,korea,9903.02.81
73066910,civil_aircraft,eu,9903.02.76
73066910,civil_aircraft,korea,9903.02.81
73066930,civil_aircraft,eu,9903.02.76
73066930,civil_aircraft,korea,9903.02.81
73066950,civil_aircraft,eu,9903.02.76
73066950,civil_aircraft,korea,9903.02.81
73066970,civil_aircraft,eu,9903.02.76
73066970,civil_aircraft,korea,9903.02.81
73121005,civil_aircraft,eu,9903.02.76
73121005,civil_aircraft,korea,9903.02.81
73121010,civil_aircraft,eu,9903.02.76
73121010,civil_aircraft,korea,9903.02.81
73121020,civil_aircraft,eu,9903.02.76
73121020,civil_aircraft,korea,9903.02.81
73121030,civil_aircraft,eu,9903.02.76
73121030,civil_aircraft,korea,9903.02.81
73121050,civil_aircraft,eu,9903.02.76
73121050,civil_aircraft,korea,9903.02.81
73121060,civil_aircraft,eu,9903.02.76
73121060,civil_aircraft,korea,9903.02.81
73121070,civil_aircraft,eu,9903.02.76
73121070,civil_aircraft,korea,9903.02.81
73121080,civil_aircraft,eu,9903.02.76
73121080,civil_aircraft,korea,9903.02.81
73121090,civil_aircraft,eu,9903.02.76
73121090,civil_aircraft,korea,9903.02.81
73129000,civil_aircraft,eu,9903.02.76
73129000,civil_aircraft,korea,9903.02.81
73229000,civil_aircraft,eu,9903.02.76
73229000,civil_aircraft,korea,9903.02.81
73241000,civil_aircraft,eu,9903.02.76
73241000,civil_aircraft,korea,9903.02.81
73249000,civil_aircraft,eu,9903.02.76
73249000,civil_aircraft,korea,9903.02.81
73262000,civil_aircraft,eu,9903.02.76
73262000,civil_aircraft,korea,9903.02.81
74130090,civil_aircraft,eu,9903.02.76
74130090,civil_aircraft,korea,9903.02.81
75011000,ptaap,eu,9903.02.74
75021000,ptaap,eu,9903.02.74
75022000,ptaap,eu,9903.02.74
75030000,ptaap,eu,9903.02.74
75040000,ptaap,eu,9903.02.74
75089050,pharma,eu,9903.02.77
76081000,civil_aircraft,eu,9903.02.76
76081000,civil_aircraft,korea,9903.02.81
76082000,civil_aircraft,eu,9903.02.76
76082000,civil_aircraft,korea,9903.02.81
79011100,ptaap,eu,9903.02.74
79011210,ptaap,eu,9903.02.74
79011250,ptaap,eu,9903.02.74
79012000,ptaap,eu,9903.02.74
79020000,ptaap,eu,9903.02.74
79039030,ptaap,eu,9903.02.74
79070060,pharma,eu,9903.02.77
80011000,ptaap,eu,9903.02.74
80012000,ptaap,eu,9903.02.74
80020000,ptaap,eu,9903.02.74
80070050,pharma,eu,9903.02.77
81011000,ptaap,eu,9903.02.74
81019700,ptaap,eu,9903.02.74
81032000,ptaap,eu,9903.02.74
81033000,ptaap,eu,9903.02.74
81039100,ptaap,eu,9903.02.74
81041100,ptaap,eu,9903.02.74
81041900,ptaap,eu,9903.02.74
81042000,ptaap,eu,9903.02.74
81043000,ptaap,eu,9903.02.74
81049000,ptaap,eu,9903.02.74
81052030,ptaap,eu,9903.02.74
81052060,ptaap,eu,9903.02.74
81052090,ptaap,eu,9903.02.74
81053000,ptaap,eu,9903.02.74
81061000,ptaap,eu,9903.02.74
81069000,ptaap,eu,9903.02.74
81082000,ptaap,eu,9903.02.74
81083000,ptaap,eu,9903.02.74
81089060,civil_aircraft,eu,9903.02.76
81089060,civil_aircraft,korea,9903.02.81
81101000,ptaap,eu,9903.02.74
81102000,ptaap,eu,9903.02.74
81109000,ptaap,eu,9903.02.74
81110047,ptaap,eu,9903.02.74
81110049,ptaap,eu,9903.02.74
81122100,ptaap,eu,9903.02.74
81122200,ptaap,eu,9903.02.74
81124110,ptaap,eu,9903.02.74
81124150,ptaap,eu,9903.02.74
81125900,pharma,eu,9903.02.77
81129207,ptaap,eu,9903.02.74
81129210,ptaap,eu,9903.02.74
81129230,ptaap,eu,9903.02.74
81129240,ptaap,eu,9903.02.74
81129260,ptaap,eu,9903.02.74
81129265,ptaap,eu,9903.02.74
81129910,ptaap,eu,9903.02.74
81129991,ptaap,eu,9903.02.74
83021060,civil_aircraft,eu,9903.02.76
83021060,civil_aircraft,korea,9903.02.81
83021090,civil_aircraft,eu,9903.02.76
83021090,civil_aircraft,korea,9903.02.81
83022000,civil_aircraft,eu,9903.02.76
83022000,civil_aircraft,korea,9903.02.81
83024230,civil_aircraft,eu,9903.02.76
83024230,civil_aircraft,korea,9903.02.81
83024260,civil_aircraft,eu,9903.02.76
83024260,civil_aircraft,korea,9903.02.81
83024940,civil_aircraft,eu,9903.02.76
83024940,civil_aircraft,korea,9903.02.81
83024960,civil_aircraft,eu,9903.02.76
83024960,civil_aircraft,korea,9903.02.81
83024980,civil_aircraft,eu,9903.02.76
83024980,civil_aircraft,korea,9903.02.81
83026030,civil_aircraft,eu,9903.02.76
83026030,civil_aircraft,korea,9903.02.81
83071030,civil_aircraft,eu,9903.02.76
83071030,civil_aircraft,korea,9903.02.81
83079030,civil_aircraft,eu,9903.02.76
83079030,civil_aircraft,korea,9903.02.81
84071000,civil_aircraft,eu,9903.02.76
84071000,civil_aircraft,korea,9903.02.81
84089090,civil_aircraft,eu,9903.02.76
84089090,civil_aircraft,korea,9903.02.81
84091000,civil_aircraft,eu,9903.02.76
84091000,civil_aircraft,korea,9903.02.81
84111140,civil_aircraft,eu,9903.02.76
84111140,civil_aircraft,korea,9903.02.81
84111180,civil_aircraft,eu,9903.02.76
84111180,civil_aircraft,korea,9903.02.81
84111240,civil_aircraft,eu,9903.02.76
84111240,civil_aircraft,korea,9903.02.81
84111280,civil_aircraft,eu,9903.02.76
84111280,civil_aircraft,korea,9903.02.81
84112140,civil_aircraft,eu,9903.02.76
84112140,civil_aircraft,korea,9903.02.81
84112180,civil_aircraft,eu,9903.02.76
84112180,civil_aircraft,korea,9903.02.81
84112240,civil_aircraft,eu,9903.02.76
84112240,civil_aircraft,korea,9903.02.81
84112280,civil_aircraft,eu,9903.02.76
84112280,civil_aircraft,korea,9903.02.81
84118140,civil_aircraft,eu,9903.02.76
84118140,civil_aircraft,korea,9903.02.81
84118240,civil_aircraft,eu,9903.02.76
84118240,civil_aircraft,korea,9903.02.81
84119110,civil_aircraft,eu,9903.02.76
84119110,civil_aircraft,korea,9903.02.81
84119190,civil_aircraft,eu,9903.02.76
84119190,civil_aircraft,korea,9903.02.81
84119910,civil_aircraft,eu,9903.02.76
84119910,civil_aircraft,korea,9903.02.81
84119990,civil_aircraft,eu,9903.02.76
84119990,civil_aircraft,korea,9903.02.81
84121000,civil_aircraft,eu,9903.02.76
84121000,civil_aircraft,korea,9903.02.81
84122100,civil_aircraft,eu,9903.02.76
84122100,civil_aircraft,korea,9903.02.81
84122940,civil_aircraft,eu,9903.02.76
84122940,civil_aircraft,korea,9903.02.81
84122980,civil_aircraft,eu,9903.02.76
84122980,civil_aircraft,korea,9903.02.81
84123100,civil_aircraft,eu,9903.02.76
84123100,civil_aircraft,korea,9903.02.81
84123900,civil_aircraft,eu,9903.02.76
84123900,civil_aircraft,korea,9903.02.81
84128010,civil_aircraft,eu,9903.02.76
84128010,civil_aircraft,korea,9903.02.81
84128090,civil_aircraft,eu,9903.02.76
84128090,civil_aircraft,korea,9903.02.81
84129090,civil_aircraft,eu,9903.02.76
84129090,civil_aircraft,korea,9903.02.81
84131900,civil_aircraft,eu,9903.02.76
84131900,civil_aircraft,korea,9903.02.81
84132000,civil_aircraft,eu,9903.02.76
84132000,civil_aircraft,korea,9903.02.81
84133010,civil_aircraft,eu,9903.02.76
84133010,civil_aircraft,korea,9903.02.81
84133090,civil_aircraft,eu,9903.02.76
84133090,civil_aircraft,korea,9903.02.81
84135000,civil_aircraft,eu,9903.02.76
84135000,civil_aircraft,korea,9903.02.81
84136000,civil_aircraft,eu,9903.02.76
84136000,civil_aircraft,korea,9903.02.81
84137010,civil_aircraft,eu,9903.02.76
84137010,civil_aircraft,korea,9903.02.81
84137020,civil_aircraft,eu,9903.02.76
84137020,civil_aircraft,korea,9903.02.81
84138100,civil_aircraft,eu,9903.02.76
84138100,civil_aircraft,korea,9903.02.81
84139110,civil_aircraft,eu,9903.02.76
84139110,civil_aircraft,korea,9903.02.81
84139120,civil_aircraft,eu,9903.02.76
84139120,civil_aircraft,korea,9903.02.81
84139190,civil_aircraft,eu,9903.02.76
84139190,civil_aircraft,korea,9903.02.81
84141000,civil_aircraft,eu,9903.02.76
84141000,civil_aircraft,korea,9903.02.81
84142000,civil_aircraft,eu,9903.02.76
84142000,civil_aircraft,korea,9903.02.81
84143040,civil_aircraft,eu,9903.02.76
84143040,civil_aircraft,korea,9903.02.81
84143080,civil_aircraft,eu,9903.02.76
84143080,civil_aircraft,korea,9903.02.81
84145130,civil_aircraft,eu,9903.02.76
84145130,civil_aircraft,korea,9903.02.81
84145190,civil_aircraft,eu,9903.02.76
84145190,civil_aircraft,korea,9903.02.81
84145930,civil_aircraft,eu,9903.02.76
84145930,civil_aircraft,korea,9903.02.81
84145965,civil_aircraft,eu,9903.02.76
84145965,civil_aircraft,korea,9903.02.81
84148005,civil_aircraft,eu,9903.02.76
84148005,civil_aircraft,korea,9903.02.81
84148016,civil_aircraft,eu,9903.02.76
84148016,civil_aircraft,korea,9903.02.81
84148020,civil_aircraft,eu,9903.02.76
84148020,civil_aircraft,korea,9903.02.81
84148090,civil_aircraft,eu,9903.02.76
84148090,civil_aircraft,korea,9903.02.81
84149010,civil_aircraft,eu,9903.02.76
84149010,civil_aircraft,korea,9903.02.81
84149030,civil_aircraft,eu,9903.02.76
84149030,civil_aircraft,korea,9903.02.81
84149041,civil_aircraft,eu,9903.02.76
84149041,civil_aircraft,korea,9903.02.81
84149091,civil_aircraft,eu,9903.02.76
84149091,civil_aircraft,korea,9903.02.81
84151060,civil_aircraft,eu,9903.02.76
84151060,civil_aircraft,korea,9903.02.81
84151090,civil_aircraft,eu,9903.02.76
84151090,civil_aircraft,korea,9903.02.81
84158101,civil_aircraft,eu,9903.02.76
84158101,civil_aircraft,korea,9903.02.81
84158201,civil_aircraft,eu,9903.02.76
84158201,civil_aircraft,korea,9903.02.81
84158300,civil_aircraft,eu,9903.02.76
84158300,civil_aircraft,korea,9903.02.81
84159040,civil_aircraft,eu,9903.02.76
84159040,civil_aircraft,korea,9903.02.81
84159080,civil_aircraft,eu,9903.02.76
84159080,civil_aircraft,korea,9903.02.81
84181000,civil_aircraft,eu,9903.02.76
84181000,civil_aircraft,korea,9903.02.81
84183000,civil_aircraft,eu,9903.02.76
84183000,civil_aircraft,korea,9903.02.81
84184000,civil_aircraft,eu,9903.02.76
84184000,civil_aircraft,korea,9903.02.81
84186101,civil_aircraft,eu,9903.02.76
84186101,civil_aircraft,korea,9903.02.81
84186901,civil_aircraft,eu,9903.02.76
84186901,civil_aircraft,korea,9903.02.81
84195010,civil_aircraft,eu,9903.02.76
84195010,civil_aircraft,korea,9903.02.81
84195050,civil_aircraft,eu,9903.02.76
84195050,civil_aircraft,korea,9903.02.81
84198150,civil_aircraft,eu,9903.02.76
84198150,civil_aircraft,korea,9903.02.81
84198190,civil_aircraft,eu,9903.02.76
84198190,civil_aircraft,korea,9903.02.81
84199010,civil_aircraft,eu,9903.02.76
84199010,civil_aircraft,korea,9903.02.81
84199020,civil_aircraft,eu,9903.02.76
84199020,civil_aircraft,korea,9903.02.81
84199030,civil_aircraft,eu,9903.02.76
84199030,civil_aircraft,korea,9903.02.81
84199050,civil_aircraft,eu,9903.02.76
84199050,civil_aircraft,korea,9903.02.81
84199085,civil_aircraft,eu,9903.02.76
84199085,civil_aircraft,korea,9903.02.81
84211900,civil_aircraft,eu,9903.02.76
84211900,civil_aircraft,korea,9903.02.81
84212100,civil_aircraft,eu,9903.02.76
84212100,civil_aircraft,korea,9903.02.81
84212300,civil_aircraft,eu,9903.02.76
84212300,civil_aircraft,korea,9903.02.81
84212900,civil_aircraft,eu,9903.02.76
84212900,civil_aircraft,korea,9903.02.81
84213100,civil_aircraft,eu,9903.02.76
84213100,civil_aircraft,korea,9903.02.81
84213200,civil_aircraft,eu,9903.02.76
84213200,civil_aircraft,korea,9903.02.81
84213901,civil_aircraft,eu,9903.02.76
84213901,civil_aircraft,korea,9903.02.81
84241000,civil_aircraft,eu,9903.02.76
84241000,civil_aircraft,korea,9903.02.81
84251100,civil_aircraft,eu,9903.02.76
84251100,civil_aircraft,korea,9903.02.81
84251900,civil_aircraft,eu,9903.02.76
84251900,civil_aircraft,korea,9903.02.81
84253101,civil_aircraft,eu,9903.02.76
84253101,civil_aircraft,korea,9903.02.81
84253901,civil_aircraft,eu,9903.02.76
84253901,civil_aircraft,korea,9903.02.81
84254200,civil_aircraft,eu,9903.02.76
84254200,civil_aircraft,korea,9903.02.81
84254900,civil_aircraft,eu,9903.02.76
84254900,civil_aircraft,korea,9903.02.81
84269900,civil_aircraft,eu,9903.02.76
84269900,civil_aircraft,korea,9903.02.81
84281000,civil_aircraft,eu,9903.02.76
84281000,civil_aircraft,korea,9903.02.81
84282000,civil_aircraft,eu,9903.02.76
84282000,civil_aircraft,korea,9903.02.81
84283300,civil_aircraft,eu,9903.02.76
84283300,civil_aircraft,korea,9903.02.81
84283900,civil_aircraft,eu,9903.02.76
84283900,civil_aircraft,korea,9903.02.81
84289003,civil_aircraft,eu,9903.02.76
84289003,civil_aircraft,korea,9903.02.81
84433100,civil_aircraft,eu,9903.02.76
84433100,civil_aircraft,korea,9903.02.81
84433210,civil_aircraft,eu,9903.02.76
84433210,civil_aircraft,korea,9903.02.81
84433250,civil_aircraft,eu,9903.02.76
84433250,civil_aircraft,korea,9903.02.81
84714101,civil_aircraft,eu,9903.02.76
84714101,civil_aircraft,korea,9903.02.81
84714900,civil_aircraft,eu,9903.02.76
84714900,civil_aircraft,korea,9903.02.81
84715001,civil_aircraft,eu,9903.02.76
84715001,civil_aircraft,korea,9903.02.81
