date,label,etr_total,etr_232,etr_ieepa,etr_fentanyl,etr_301,etr_s122,etr_tpc
2025-03-17,Fentanyl,0.08978851966367582,0.022919476414067542,0,0.044122811404060235,0.022200325211514858,0,0.08000116093704918
2025-04-17,Liberation Day,0.13849812663973135,0.022919476414067542,0.04779694343299359,0.044122811404060235,0.022200325211514858,0,0.23492093935854452
2025-07-17,S232 increase,0.1454372271583095,0.02800455984758894,0.0471841744674033,0.04664825061014543,0.02209473154780973,0,0.1536546403300146
2025-10-17,Phase 2,0.18365682891970164,0.02800455984758894,0.08486174186050424,0.04664825061014543,0.02209473154780973,0,0.18226519036392905
2025-11-17,Nov 2025,0.17929543032570022,0.02800455984758894,0.08057557702974996,0.04664825061014543,0.02209473154780973,0,0.16160690293324848
2026-02-25,Current,0.08388480495797894,0.027823815657416266,0,0,0.02026766145034802,0.04392806234686584,NA
